signal_i,entry_i,exit_i,signal_dt,entry_dt,exit_target_dt,session,hour,signal_open,signal_high,signal_low,signal_close,pdh,pdl,prev_range,break_above_pdh,close_above_pdh,variant,side,status,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,minutes_observed
40951,40952,40984,2023-12-22 07:00:00+00:00,2023-12-22 07:15:00+00:00,2023-12-22 15:15:00+00:00,london,7,2049.57,2049.85,2049.01,2049.58,2043.41,2027.42,15.990000000000009,6.44,6.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2049.55,m15_exact_open,2062.91,13.36,13.01,12.66,11.96,16.54,2.55,480
40987,40988,41020,2023-12-22 16:00:00+00:00,2023-12-22 16:15:00+00:00,2023-12-25 23:15:00+00:00,new_york,16,2063.61,2069.27,2063.48,2067.7,2043.41,2027.42,15.990000000000009,25.86,24.29,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2067.7,m15_exact_open,2054.33,-13.37,-13.72,-14.07,-14.77,2.85,16.6,4740
41147,41148,41180,2023-12-27 07:00:00+00:00,2023-12-27 07:15:00+00:00,2023-12-27 15:15:00+00:00,london,7,2064.56,2065.98,2064.56,2065.83,2058.03,2053.63,4.400000000000091,7.95,7.8,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2065.85,m15_exact_open,2068.29,2.44,2.09,1.74,1.04,4.44,4.34,480
41183,41184,41216,2023-12-27 16:00:00+00:00,2023-12-27 16:15:00+00:00,2023-12-28 00:15:00+00:00,new_york,16,2068.37,2068.88,2066.21,2068.55,2058.03,2053.63,4.400000000000091,10.85,10.52,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2068.61,m15_exact_open,2079.73,11.12,10.77,10.42,9.72,15.8,2.0,480
41243,41244,41276,2023-12-28 07:00:00+00:00,2023-12-28 07:15:00+00:00,2023-12-28 15:15:00+00:00,london,7,2086.53,2086.93,2086.42,2086.59,2069.04,2053.39,15.650000000000091,17.89,17.55,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2086.6,m15_exact_open,2075.43,-11.17,-11.52,-11.87,-12.57,0.93,15.3,480
41279,41280,41312,2023-12-28 16:00:00+00:00,2023-12-28 16:15:00+00:00,2023-12-29 00:15:00+00:00,new_york,16,2075.34,2077.65,2071.98,2073.19,2069.04,2053.39,15.650000000000091,8.61,4.15,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2073.13,m15_exact_open,2066.51,-6.62,-6.97,-7.32,-8.02,7.99,8.58,480
41445,41446,41478,2024-01-02 08:30:00+00:00,2024-01-02 08:45:00+00:00,2024-01-02 16:45:00+00:00,london,8,2074.55,2076.65,2074.27,2075.73,2074.81,2058.17,16.639999999999873,1.84,0.92,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2075.64,m15_exact_open,2068.67,-6.97,-7.32,-7.67,-8.37,3.18,13.5,480
42234,42235,42267,2024-01-12 12:45:00+00:00,2024-01-12 13:00:00+00:00,2024-01-12 21:00:00+00:00,new_york,12,2039.79,2043.65,2039.41,2043.52,2040.29,2020.2,20.089999999999918,3.36,3.23,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2043.53,m15_exact_open,2047.72,4.19,3.84,3.49,2.79,18.66,2.05,480
42411,42412,42444,2024-01-16 09:00:00+00:00,2024-01-16 09:15:00+00:00,2024-01-16 17:15:00+00:00,london,9,2048.64,2050.2,2048.51,2049.96,2048.85,2046.3,2.5499999999999545,1.35,1.11,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2049.95,m15_exact_open,2039.18,-10.77,-11.12,-11.47,-12.17,0.59,18.84,480
42721,42722,42754,2024-01-19 14:30:00+00:00,2024-01-19 14:45:00+00:00,2024-01-19 22:45:00+00:00,new_york,14,2033.03,2033.82,2032.29,2033.79,2032.73,2001.59,31.1400000000001,1.09,1.06,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2033.77,m15_exact_open,2028.32,-5.45,-5.8,-6.15,-6.85,5.52,10.61,480
42891,42892,42924,2024-01-23 07:45:00+00:00,2024-01-23 08:00:00+00:00,2024-01-23 16:00:00+00:00,london,7,2029.65,2030.95,2029.34,2030.74,2029.72,2026.9,2.8199999999999363,1.23,1.02,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2030.75,m15_exact_open,2025.32,-5.43,-5.78,-6.13,-6.83,7.13,8.34,480
43011,43012,43044,2024-01-24 13:45:00+00:00,2024-01-24 14:00:00+00:00,2024-01-24 22:00:00+00:00,new_york,13,2032.15,2033.07,2031.76,2032.96,2032.1,2016.58,15.519999999999982,0.97,0.86,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2032.91,m15_exact_open,2011.96,-20.95,-21.3,-21.65,-22.35,3.73,21.79,480
43284,43285,43317,2024-01-29 08:45:00+00:00,2024-01-29 09:00:00+00:00,2024-01-29 17:00:00+00:00,london,8,2027.51,2028.09,2026.76,2027.96,2026.72,2015.91,10.809999999999945,1.37,1.24,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2028.02,m15_exact_open,2023.2,-4.82,-5.17,-5.52,-6.22,9.52,6.42,480
43373,43374,43406,2024-01-30 07:00:00+00:00,2024-01-30 07:15:00+00:00,2024-01-30 15:15:00+00:00,london,7,2032.05,2032.05,2031.14,2031.75,2028.21,2020.89,7.319999999999936,3.84,3.54,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2031.8,m15_exact_open,2033.56,1.76,1.41,1.06,0.36,8.5,0.43,480
43409,43410,43442,2024-01-30 16:00:00+00:00,2024-01-30 16:15:00+00:00,2024-01-31 00:15:00+00:00,new_york,16,2036.29,2037.91,2036.23,2037.67,2028.21,2020.89,7.319999999999936,9.7,9.46,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2037.67,m15_exact_open,2037.68,0.01,-0.34,-0.69,-1.39,10.92,8.62,480
43483,43484,43516,2024-01-31 10:30:00+00:00,2024-01-31 10:45:00+00:00,2024-01-31 18:45:00+00:00,london,10,2037.47,2039.42,2037.19,2038.82,2037.54,2019.08,18.460000000000036,1.88,1.28,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2038.88,m15_exact_open,2048.59,9.71,9.36,9.01,8.31,17.1,2.87,480
43604,43605,43637,2024-02-01 16:45:00+00:00,2024-02-01 17:00:00+00:00,2024-02-02 01:00:00+00:00,new_york,16,2048.3,2050.76,2047.31,2050.68,2048.59,2029.05,19.54000000000019,2.17,2.09,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2050.73,m15_exact_open,2054.78,4.05,3.7,3.35,2.65,14.67,7.15,480
44366,44367,44399,2024-02-13 12:45:00+00:00,2024-02-13 13:00:00+00:00,2024-02-13 21:00:00+00:00,new_york,12,2026.46,2027.96,2026.41,2027.89,2026.61,2024.19,2.4199999999998454,1.35,1.28,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2027.88,m15_exact_open,1993.33,-34.55,-34.9,-35.25,-35.95,1.95,37.92,480
44631,44632,44664,2024-02-16 07:00:00+00:00,2024-02-16 07:15:00+00:00,2024-02-16 15:15:00+00:00,london,7,2004.01,2004.02,2003.17,2003.63,1995.86,1984.02,11.839999999999918,8.16,7.77,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2003.64,m15_exact_open,2005.85,2.21,1.86,1.51,0.81,4.44,0.95,480
44667,44668,44700,2024-02-16 16:00:00+00:00,2024-02-16 16:15:00+00:00,2024-02-18 23:15:00+00:00,new_york,16,2000.47,2004.39,2000.16,2003.01,1995.86,1984.02,11.839999999999918,8.53,7.15,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2002.9,m15_exact_open,2015.81,12.91,12.56,12.21,11.51,12.91,7.77,3297
44731,44732,44764,2024-02-19 07:00:00+00:00,2024-02-19 07:15:00+00:00,2024-02-19 15:15:00+00:00,london,7,2018.65,2019.14,2018.23,2019.03,2015.12,1995.08,20.039999999999964,4.02,3.91,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2019.02,m15_exact_open,2018.66,-0.36,-0.71,-1.06,-1.76,3.89,3.03,480
44767,44768,44800,2024-02-19 16:00:00+00:00,2024-02-19 16:15:00+00:00,2024-02-20 01:30:00+00:00,new_york,16,2017.44,2017.51,2016.49,2016.85,2015.12,1995.08,20.039999999999964,2.39,1.73,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2016.8,m15_exact_open,2016.66,-0.14,-0.49,-0.84,-1.54,1.69,3.56,555
44822,44823,44855,2024-02-20 07:00:00+00:00,2024-02-20 07:15:00+00:00,2024-02-20 15:15:00+00:00,london,7,2019.12,2019.63,2019.09,2019.38,2015.81,2011.93,3.8799999999998818,3.82,3.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2019.37,m15_exact_open,2027.43,8.06,7.71,7.36,6.66,8.73,1.68,480
44858,44859,44891,2024-02-20 16:00:00+00:00,2024-02-20 16:15:00+00:00,2024-02-21 00:15:00+00:00,new_york,16,2030.23,2030.75,2029.38,2029.39,2015.81,2011.93,3.8799999999998818,14.94,13.58,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2029.38,m15_exact_open,2022.98,-6.4,-6.75,-7.1,-7.8,1.12,6.52,480
44918,44919,44951,2024-02-21 07:00:00+00:00,2024-02-21 07:15:00+00:00,2024-02-21 15:15:00+00:00,london,7,2030.34,2031.06,2030.24,2030.81,2022.91,2011.93,10.980000000000018,8.15,7.9,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2030.82,m15_exact_open,2031.29,0.47,0.12,-0.23,-0.93,1.38,4.87,480
44954,44955,44987,2024-02-21 16:00:00+00:00,2024-02-21 16:15:00+00:00,2024-02-22 00:15:00+00:00,new_york,16,2030.1,2030.3,2027.87,2029.01,2022.91,2011.93,10.980000000000018,7.39,6.1,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2029.02,m15_exact_open,2025.27,-3.75,-4.1,-4.45,-5.15,1.21,8.96,480
45027,45028,45060,2024-02-22 10:15:00+00:00,2024-02-22 10:30:00+00:00,2024-02-22 18:30:00+00:00,london,10,2031.55,2034.78,2031.55,2034.05,2030.81,2014.98,15.829999999999927,3.97,3.24,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2034.07,m15_exact_open,2022.22,-11.85,-12.2,-12.55,-13.25,-0.68,13.82,480
45318,45319,45351,2024-02-27 09:45:00+00:00,2024-02-27 10:00:00+00:00,2024-02-27 18:00:00+00:00,london,9,2035.43,2036.21,2035.16,2035.92,2034.95,2032.15,2.7999999999999545,1.26,0.97,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2035.93,m15_exact_open,2033.9,-2.03,-2.38,-2.73,-3.43,3.51,2.88,480
45534,45535,45567,2024-02-29 15:45:00+00:00,2024-02-29 16:00:00+00:00,2024-03-01 00:00:00+00:00,new_york,15,2036.19,2046.81,2035.88,2045.46,2039.44,2028.71,10.730000000000018,7.37,6.02,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2045.51,m15_exact_open,2043.91,-1.6,-1.95,-2.3,-3.0,5.11,2.63,480
45595,45596,45628,2024-03-01 07:00:00+00:00,2024-03-01 07:15:00+00:00,2024-03-01 15:15:00+00:00,london,7,2046.21,2046.21,2045.2,2045.55,2037.66,2024.24,13.420000000000073,8.55,7.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2045.56,m15_exact_open,2050.71,5.15,4.8,4.45,3.75,11.89,6.52,480
45631,45632,45664,2024-03-01 16:00:00+00:00,2024-03-01 16:15:00+00:00,2024-03-03 23:00:00+00:00,new_york,16,2050.75,2051.99,2050.7,2051.89,2037.66,2024.24,13.420000000000073,14.33,14.23,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2051.9,m15_exact_open,2082.64,30.74,30.39,30.04,29.34,36.4,6.32,3285
45732,45733,45765,2024-03-04 16:00:00+00:00,2024-03-04 16:15:00+00:00,2024-03-05 00:15:00+00:00,new_york,16,2085.66,2093.56,2085.39,2091.21,2088.3,2039.04,49.26000000000022,5.26,2.91,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2091.36,m15_exact_open,2114.81,23.45,23.1,22.75,22.05,28.48,-0.94,480
45792,45793,45825,2024-03-05 07:00:00+00:00,2024-03-05 07:15:00+00:00,2024-03-05 15:15:00+00:00,london,7,2114.71,2116.02,2114.64,2115.77,2086.08,2081.84,4.239999999999782,29.94,29.69,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2115.75,m15_exact_open,2126.63,10.88,10.53,10.18,9.48,12.43,1.77,480
45828,45829,45861,2024-03-05 16:00:00+00:00,2024-03-05 16:15:00+00:00,2024-03-06 00:15:00+00:00,new_york,16,2127.96,2131.23,2122.37,2127.14,2086.08,2081.84,4.239999999999782,45.15,41.06,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2127.13,m15_exact_open,2126.96,-0.17,-0.52,-0.87,-1.57,12.38,3.44,480
45888,45889,45921,2024-03-06 07:00:00+00:00,2024-03-06 07:15:00+00:00,2024-03-06 15:15:00+00:00,london,7,2125.68,2126.38,2125.66,2126.19,2119.84,2079.47,40.370000000000346,6.54,6.35,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2126.2,m15_exact_open,2134.92,8.72,8.37,8.02,7.32,8.93,1.83,480
45924,45925,45957,2024-03-06 16:00:00+00:00,2024-03-06 16:15:00+00:00,2024-03-07 00:15:00+00:00,new_york,16,2133.88,2139.86,2133.87,2139.2,2119.84,2079.47,40.370000000000346,20.02,19.36,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2139.19,m15_exact_open,2148.78,9.59,9.24,8.89,8.19,12.99,7.08,480
45984,45985,46017,2024-03-07 07:00:00+00:00,2024-03-07 07:15:00+00:00,2024-03-07 15:15:00+00:00,london,7,2158.56,2158.85,2157.76,2157.98,2141.73,2110.4,31.329999999999927,17.12,16.25,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2157.93,m15_exact_open,2158.31,0.38,0.03,-0.32,-1.02,6.78,6.36,480
46020,46021,46053,2024-03-07 16:00:00+00:00,2024-03-07 16:15:00+00:00,2024-03-08 00:15:00+00:00,new_york,16,2161.19,2162.48,2156.81,2157.22,2141.73,2110.4,31.329999999999927,20.75,15.49,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2157.28,m15_exact_open,2161.26,3.98,3.63,3.28,2.58,5.33,9.32,480
46080,46081,46113,2024-03-08 07:00:00+00:00,2024-03-08 07:15:00+00:00,2024-03-08 15:15:00+00:00,london,7,2156.62,2157.89,2156.62,2157.85,2152.18,2123.63,28.549999999999727,5.71,5.67,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2157.83,m15_exact_open,2165.26,7.43,7.08,6.73,6.03,13.27,1.65,480
46116,46117,46149,2024-03-08 16:00:00+00:00,2024-03-08 16:15:00+00:00,2024-03-10 22:00:00+00:00,new_york,16,2180.16,2181.13,2170.44,2171.04,2152.18,2123.63,28.549999999999727,28.95,18.86,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2171.25,m15_exact_open,2180.6,9.35,9.0,8.65,7.95,23.81,7.49,3225
46766,46767,46799,2024-03-19 07:00:00+00:00,2024-03-19 07:15:00+00:00,2024-03-19 15:15:00+00:00,london,7,2160.09,2160.35,2159.53,2160.25,2156.89,2151.52,5.369999999999891,3.46,3.36,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2160.26,m15_exact_open,2156.58,-3.68,-4.03,-4.38,-5.08,-0.91,13.09,480
46958,46959,46991,2024-03-21 07:00:00+00:00,2024-03-21 07:15:00+00:00,2024-03-21 15:15:00+00:00,london,7,2203.06,2203.68,2202.73,2203.34,2162.77,2147.17,15.599999999999909,40.91,40.57,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2203.36,m15_exact_open,2203.29,-0.07,-0.42,-0.77,-1.47,8.38,6.49,480
46994,46995,47027,2024-03-21 16:00:00+00:00,2024-03-21 16:15:00+00:00,2024-03-22 00:15:00+00:00,new_york,16,2200.4,2200.4,2189.85,2190.85,2162.77,2147.17,15.599999999999909,37.63,28.08,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2190.98,m15_exact_open,2182.08,-8.9,-9.25,-9.6,-10.3,-4.65,24.56,480
47251,47252,47284,2024-03-26 07:00:00+00:00,2024-03-26 07:15:00+00:00,2024-03-26 15:15:00+00:00,london,7,2171.17,2172.63,2171.06,2171.92,2168.88,2164.76,4.119999999999891,3.75,3.04,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2172.09,m15_exact_open,2192.07,19.98,19.63,19.28,18.58,27.96,2.5,480
47287,47288,47320,2024-03-26 16:00:00+00:00,2024-03-26 16:15:00+00:00,2024-03-27 00:15:00+00:00,new_york,16,2181.45,2184.48,2180.33,2183.89,2168.88,2164.76,4.119999999999891,15.6,15.01,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2183.9,m15_exact_open,2178.32,-5.58,-5.93,-6.28,-6.98,1.34,12.26,480
47366,47367,47399,2024-03-27 11:45:00+00:00,2024-03-27 12:00:00+00:00,2024-03-27 20:00:00+00:00,london,11,2179.84,2194.0,2179.51,2188.51,2181.31,2163.53,17.779999999999745,12.69,7.2,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2188.53,m15_exact_open,2189.66,1.13,0.78,0.43,-0.27,9.0,5.05,480
47465,47466,47498,2024-03-28 12:30:00+00:00,2024-03-28 12:45:00+00:00,2024-03-28 20:45:00+00:00,new_york,12,2198.85,2208.36,2198.74,2205.46,2200.05,2167.59,32.460000000000036,8.31,5.41,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2205.46,m15_exact_open,2218.81,13.35,13.0,12.65,11.95,20.0,3.23,480
47540,47541,47573,2024-04-01 07:00:00+00:00,2024-04-01 07:15:00+00:00,2024-04-01 15:15:00+00:00,london,7,2262.42,2265.15,2262.17,2264.23,2236.17,2187.34,48.82999999999993,28.98,28.06,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2264.29,m15_exact_open,2245.16,-19.13,-19.48,-19.83,-20.53,-1.02,20.64,480
47576,47577,47609,2024-04-01 16:00:00+00:00,2024-04-01 16:15:00+00:00,2024-04-02 00:15:00+00:00,new_york,16,2252.16,2254.25,2249.71,2253.37,2236.17,2187.34,48.82999999999993,18.08,17.2,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2253.35,m15_exact_open,2251.07,-2.28,-2.63,-2.98,-3.68,4.53,24.82,480
47636,47637,47669,2024-04-02 07:00:00+00:00,2024-04-02 07:15:00+00:00,2024-04-02 15:15:00+00:00,london,7,2252.12,2252.31,2251.1,2251.42,2244.68,2234.78,9.899999999999636,7.63,6.74,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2251.45,m15_exact_open,2257.31,5.86,5.51,5.16,4.46,15.37,1.07,480
47672,47673,47705,2024-04-02 16:00:00+00:00,2024-04-02 16:15:00+00:00,2024-04-03 00:15:00+00:00,new_york,16,2254.16,2258.84,2253.85,2257.01,2244.68,2234.78,9.899999999999636,14.16,12.33,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2257.07,m15_exact_open,2282.01,24.94,24.59,24.24,23.54,26.5,6.2,480
47732,47733,47765,2024-04-03 07:00:00+00:00,2024-04-03 07:15:00+00:00,2024-04-03 15:15:00+00:00,london,7,2285.54,2285.69,2284.28,2285.31,2265.65,2228.53,37.11999999999989,20.04,19.66,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2285.32,m15_exact_open,2270.29,-15.03,-15.38,-15.73,-16.43,1.66,17.64,480
47768,47769,47801,2024-04-03 16:00:00+00:00,2024-04-03 16:15:00+00:00,2024-04-04 00:15:00+00:00,new_york,16,2273.07,2275.3,2272.56,2275.03,2265.65,2228.53,37.11999999999989,9.65,9.38,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2275.01,m15_exact_open,2300.66,25.65,25.3,24.95,24.25,26.74,3.35,480
47828,47829,47861,2024-04-04 07:00:00+00:00,2024-04-04 07:15:00+00:00,2024-04-04 15:15:00+00:00,london,7,2299.76,2300.36,2299.02,2299.13,2281.92,2246.55,35.36999999999989,18.44,17.21,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2299.13,m15_exact_open,2284.2,-14.93,-15.28,-15.63,-16.33,1.48,15.0,480
47864,47865,47897,2024-04-04 16:00:00+00:00,2024-04-04 16:15:00+00:00,2024-04-05 00:15:00+00:00,new_york,16,2285.24,2289.11,2285.13,2287.91,2281.92,2246.55,35.36999999999989,7.19,5.99,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2287.94,m15_exact_open,2290.71,2.77,2.42,2.07,1.37,17.62,7.9,480
48025,48026,48058,2024-04-08 07:00:00+00:00,2024-04-08 07:15:00+00:00,2024-04-08 15:15:00+00:00,london,7,2343.79,2345.6,2341.63,2344.37,2330.32,2267.78,62.539999999999964,15.28,14.05,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2344.35,m15_exact_open,2336.39,-7.96,-8.31,-8.66,-9.36,0.28,12.87,480
48063,48064,48096,2024-04-08 16:30:00+00:00,2024-04-08 16:45:00+00:00,2024-04-09 00:45:00+00:00,new_york,16,2328.51,2333.24,2325.63,2331.8,2330.32,2267.78,62.539999999999964,2.92,1.48,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2331.76,m15_exact_open,2339.46,7.7,7.35,7.0,6.3,10.22,13.02,480
48121,48122,48154,2024-04-09 07:00:00+00:00,2024-04-09 07:15:00+00:00,2024-04-09 15:15:00+00:00,london,7,2344.34,2344.84,2343.74,2343.76,2328.15,2304.03,24.11999999999989,16.69,15.61,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2343.75,m15_exact_open,2354.41,10.66,10.31,9.96,9.26,21.57,0.7,480
48157,48158,48190,2024-04-09 16:00:00+00:00,2024-04-09 16:15:00+00:00,2024-04-10 00:15:00+00:00,new_york,16,2349.03,2351.41,2348.49,2348.95,2328.15,2304.03,24.11999999999989,23.26,20.8,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2349.03,m15_exact_open,2353.54,4.51,4.16,3.81,3.11,15.19,10.77,480
48221,48222,48254,2024-04-10 08:00:00+00:00,2024-04-10 08:15:00+00:00,2024-04-10 16:15:00+00:00,london,8,2354.02,2356.85,2353.85,2356.13,2353.96,2302.93,51.0300000000002,2.89,2.17,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2356.14,m15_exact_open,2326.1,-30.04,-30.39,-30.74,-31.44,3.82,34.15,480
48409,48410,48442,2024-04-12 07:00:00+00:00,2024-04-12 07:15:00+00:00,2024-04-12 15:15:00+00:00,london,7,2384.67,2384.98,2382.94,2383.67,2359.96,2319.21,40.75,25.02,23.71,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2383.74,m15_exact_open,2393.35,9.61,9.26,8.91,8.21,16.83,0.87,480
48445,48446,48478,2024-04-12 16:00:00+00:00,2024-04-12 16:15:00+00:00,2024-04-14 23:00:00+00:00,new_york,16,2395.94,2398.47,2392.17,2398.23,2359.96,2319.21,40.75,38.51,38.27,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2398.3,m15_exact_open,2362.43,-35.87,-36.22,-36.57,-37.27,33.2,64.42,3285
48606,48607,48639,2024-04-16 07:00:00+00:00,2024-04-16 07:15:00+00:00,2024-04-16 15:15:00+00:00,london,7,2387.15,2388.1,2385.5,2386.99,2373.12,2346.61,26.509999999999764,14.98,13.87,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2386.91,m15_exact_open,2374.81,-12.1,-12.45,-12.8,-13.5,1.87,24.11,480
48642,48643,48675,2024-04-16 16:00:00+00:00,2024-04-16 16:15:00+00:00,2024-04-17 00:15:00+00:00,new_york,16,2375.75,2378.04,2373.68,2375.88,2373.12,2346.61,26.509999999999764,4.92,2.76,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2375.86,m15_exact_open,2384.4,8.54,8.19,7.84,7.14,22.15,12.48,480
48721,48722,48754,2024-04-17 11:45:00+00:00,2024-04-17 12:00:00+00:00,2024-04-17 20:00:00+00:00,london,11,2387.8,2391.08,2387.63,2390.11,2387.34,2324.16,63.18000000000029,3.74,2.77,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2390.1,m15_exact_open,2371.06,-19.04,-19.39,-19.74,-20.44,5.27,29.2,480
49387,49388,49420,2024-04-26 09:00:00+00:00,2024-04-26 09:15:00+00:00,2024-04-26 17:15:00+00:00,london,9,2335.13,2338.32,2335.11,2338.15,2337.26,2311.78,25.480000000000018,1.06,0.89,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2338.15,m15_exact_open,2340.22,2.07,1.72,1.37,0.67,14.21,1.28,480
49980,49981,50013,2024-05-06 10:45:00+00:00,2024-05-06 11:00:00+00:00,2024-05-06 19:00:00+00:00,london,10,2317.04,2324.19,2316.32,2323.27,2320.39,2277.08,43.309999999999945,3.8,2.88,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2323.25,m15_exact_open,2324.66,1.41,1.06,0.71,0.01,8.76,8.65,480
50061,50062,50094,2024-05-07 07:00:00+00:00,2024-05-07 07:15:00+00:00,2024-05-07 15:15:00+00:00,london,7,2322.3,2325.1,2322.05,2325.02,2305.64,2300.43,5.210000000000036,19.46,19.38,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2325.02,m15_exact_open,2312.03,-12.99,-13.34,-13.69,-14.39,-0.53,15.23,480
50097,50098,50130,2024-05-07 16:00:00+00:00,2024-05-07 16:15:00+00:00,2024-05-08 00:15:00+00:00,new_york,16,2316.5,2317.13,2314.02,2315.27,2305.64,2300.43,5.210000000000036,11.49,9.63,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2315.29,m15_exact_open,2315.09,-0.2,-0.55,-0.9,-1.6,8.41,4.17,480
50349,50350,50382,2024-05-10 07:00:00+00:00,2024-05-10 07:15:00+00:00,2024-05-10 15:15:00+00:00,london,7,2351.9,2354.05,2351.89,2353.0,2321.4,2303.53,17.86999999999989,32.65,31.6,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2352.97,m15_exact_open,2374.3,21.33,20.98,20.63,19.93,25.48,1.71,480
50385,50386,50418,2024-05-10 16:00:00+00:00,2024-05-10 16:15:00+00:00,2024-05-12 23:00:00+00:00,new_york,16,2368.27,2369.1,2361.78,2363.08,2321.4,2303.53,17.86999999999989,47.7,41.68,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2363.07,m15_exact_open,2360.48,-2.59,-2.94,-3.29,-3.99,9.86,6.42,3285
50660,50661,50693,2024-05-15 11:30:00+00:00,2024-05-15 11:45:00+00:00,2024-05-15 19:45:00+00:00,london,11,2363.65,2369.24,2363.57,2368.59,2364.55,2331.6,32.95000000000027,4.69,4.04,pdh_breakout_continuation_long_h32_cool4,LONG,closed_time_exit,2368.6,m15_exact_open,2384.51,15.91,15.56,15.21,14.51,17.35,16.74,480
