trades,total_x4,median_x4,pf_x4,wr,dd_x4,train_total_x4,test_total_x4,pos_years,years,pos_quarters,quarters,definition,direction,guard_variant,geometry,variant,h4_sma,h4_slope_lookback,h1_break_lookback,compression_lookback,compression_max_atr,cooldown_h,session_filter,robust_candidate
5,142.64,3.2,10.167095,0.6,-13.04,155.68,-13.04,2,3,3,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool1_all,20,2,12,12,2.2,1,all,False
5,142.64,3.2,10.167095,0.6,-13.04,155.68,-13.04,2,3,3,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool4_all,20,2,12,12,2.2,4,all,False
5,142.64,3.2,10.167095,0.6,-13.04,155.68,-13.04,2,3,3,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool1_all,20,3,12,12,2.2,1,all,False
5,142.64,3.2,10.167095,0.6,-13.04,155.68,-13.04,2,3,3,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool4_all,20,3,12,12,2.2,4,all,False
3,70.92,28.84,6.43865,0.666667,-13.04,83.96,-13.04,2,3,2,3,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp12_2.2_cool1_no_asia,10,3,12,12,2.2,1,no_asia,False
3,70.92,28.84,6.43865,0.666667,-13.04,83.96,-13.04,2,3,2,3,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp12_2.2_cool1_london_ny,10,3,12,12,2.2,1,london_ny,False
3,70.92,28.84,6.43865,0.666667,-13.04,83.96,-13.04,2,3,2,3,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp12_2.2_cool4_no_asia,10,3,12,12,2.2,4,no_asia,False
3,70.92,28.84,6.43865,0.666667,-13.04,83.96,-13.04,2,3,2,3,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp12_2.2_cool4_london_ny,10,3,12,12,2.2,4,london_ny,False
2,42.08,21.04,4.226994,0.5,-13.04,55.12,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp12_2.2_cool1_no_asia,10,2,12,12,2.2,1,no_asia,False
2,42.08,21.04,4.226994,0.5,-13.04,55.12,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp12_2.2_cool1_london_ny,10,2,12,12,2.2,1,london_ny,False
2,42.08,21.04,4.226994,0.5,-13.04,55.12,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp12_2.2_cool4_no_asia,10,2,12,12,2.2,4,no_asia,False
2,42.08,21.04,4.226994,0.5,-13.04,55.12,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp12_2.2_cool4_london_ny,10,2,12,12,2.2,4,london_ny,False
3,24.0,8.2,2.840491,0.666667,-13.04,37.04,-13.04,2,3,2,3,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool1_ny_only,10,3,6,12,2.2,1,ny_only,False
3,24.0,8.2,2.840491,0.666667,-13.04,37.04,-13.04,2,3,2,3,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool4_ny_only,10,3,6,12,2.2,4,ny_only,False
2,15.8,7.9,2.211656,0.5,-13.04,28.84,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp12_2.2_cool1_ny_only,10,3,12,12,2.2,1,ny_only,False
2,15.8,7.9,2.211656,0.5,-13.04,28.84,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp12_2.2_cool4_ny_only,10,3,12,12,2.2,4,ny_only,False
2,-4.84,-2.42,0.628834,0.5,-13.04,8.2,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool1_ny_only,10,2,6,12,2.2,1,ny_only,False
2,-4.84,-2.42,0.628834,0.5,-13.04,8.2,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool4_ny_only,10,2,6,12,2.2,4,ny_only,False
2,-4.84,-2.42,0.628834,0.5,-13.04,8.2,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool1_ny_only,20,2,6,12,2.2,1,ny_only,False
2,-4.84,-2.42,0.628834,0.5,-13.04,8.2,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool4_ny_only,20,2,6,12,2.2,4,ny_only,False
2,-4.84,-2.42,0.628834,0.5,-13.04,8.2,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool1_ny_only,20,3,6,12,2.2,1,ny_only,False
2,-4.84,-2.42,0.628834,0.5,-13.04,8.2,-13.04,1,2,1,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool4_ny_only,20,3,6,12,2.2,4,ny_only,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp12_2.2_cool1_ny_only,10,2,12,12,2.2,1,ny_only,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp12_2.2_cool4_ny_only,10,2,12,12,2.2,4,ny_only,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool1_no_asia,20,2,12,12,2.2,1,no_asia,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool1_london_ny,20,2,12,12,2.2,1,london_ny,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool1_ny_only,20,2,12,12,2.2,1,ny_only,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool4_no_asia,20,2,12,12,2.2,4,no_asia,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool4_london_ny,20,2,12,12,2.2,4,london_ny,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp12_2.2_cool4_ny_only,20,2,12,12,2.2,4,ny_only,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool1_no_asia,20,3,12,12,2.2,1,no_asia,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool1_london_ny,20,3,12,12,2.2,1,london_ny,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool1_ny_only,20,3,12,12,2.2,1,ny_only,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool4_no_asia,20,3,12,12,2.2,4,no_asia,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool4_london_ny,20,3,12,12,2.2,4,london_ny,False
1,-13.04,-13.04,0.0,0.0,-13.04,0.0,-13.04,0,1,0,1,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp12_2.2_cool4_ny_only,20,3,12,12,2.2,4,ny_only,False
6,261.6,18.52,12.16041,0.666667,-23.44,285.04,-23.44,2,3,4,6,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool1_no_asia,10,3,6,12,2.2,1,no_asia,False
6,261.6,18.52,12.16041,0.666667,-23.44,285.04,-23.44,2,3,4,6,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool1_london_ny,10,3,6,12,2.2,1,london_ny,False
6,261.6,18.52,12.16041,0.666667,-23.44,285.04,-23.44,2,3,4,6,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool4_no_asia,10,3,6,12,2.2,4,no_asia,False
6,261.6,18.52,12.16041,0.666667,-23.44,285.04,-23.44,2,3,4,6,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool4_london_ny,10,3,6,12,2.2,4,london_ny,False
5,232.76,8.2,10.930034,0.6,-23.44,256.2,-23.44,2,3,3,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool1_no_asia,10,2,6,12,2.2,1,no_asia,False
5,232.76,8.2,10.930034,0.6,-23.44,256.2,-23.44,2,3,3,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool1_london_ny,10,2,6,12,2.2,1,london_ny,False
5,232.76,8.2,10.930034,0.6,-23.44,256.2,-23.44,2,3,3,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool4_no_asia,10,2,6,12,2.2,4,no_asia,False
5,232.76,8.2,10.930034,0.6,-23.44,256.2,-23.44,2,3,3,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool4_london_ny,10,2,6,12,2.2,4,london_ny,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool1_no_asia,20,2,6,12,2.2,1,no_asia,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool1_london_ny,20,2,6,12,2.2,1,london_ny,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool4_no_asia,20,2,6,12,2.2,4,no_asia,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool4_london_ny,20,2,6,12,2.2,4,london_ny,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool1_no_asia,20,3,6,12,2.2,1,no_asia,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool1_london_ny,20,3,6,12,2.2,1,london_ny,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool4_no_asia,20,3,6,12,2.2,4,no_asia,False
4,177.64,-1.1,8.578498,0.5,-23.44,201.08,-23.44,2,3,2,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool4_london_ny,20,3,6,12,2.2,4,london_ny,False
19,232.68,8.2,1.507016,0.578947,-177.72,283.84,-51.16,2,4,8,12,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool1_all,10,3,6,12,2.2,1,all,False
19,232.68,8.2,1.507016,0.578947,-177.72,283.84,-51.16,2,4,8,12,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp12_2.2_cool4_all,10,3,6,12,2.2,4,all,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_1.8_cool1_ny_only,10,2,12,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_1.8_cool4_ny_only,10,2,12,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break18_comp6_1.8_cool1_ny_only,10,2,18,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break18_comp6_1.8_cool4_ny_only,10,2,18,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_1.8_cool1_ny_only,10,3,12,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_1.8_cool4_ny_only,10,3,12,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break18_comp6_1.8_cool1_ny_only,10,3,18,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break18_comp6_1.8_cool4_ny_only,10,3,18,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp6_1.8_cool1_ny_only,20,2,12,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break12_comp6_1.8_cool4_ny_only,20,2,12,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break18_comp6_1.8_cool1_ny_only,20,2,18,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break18_comp6_1.8_cool4_ny_only,20,2,18,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp6_1.8_cool1_ny_only,20,3,12,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break12_comp6_1.8_cool4_ny_only,20,3,12,6,1.8,4,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break18_comp6_1.8_cool1_ny_only,20,3,18,6,1.8,1,ny_only,False
2,-123.76,-61.88,0.0,0.0,-123.76,-2.36,-121.4,0,2,0,2,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break18_comp6_1.8_cool4_ny_only,20,3,18,6,1.8,4,ny_only,False
4,-151.48,-13.86,0.0,0.0,-151.48,-30.08,-121.4,0,3,0,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool1_ny_only,10,2,6,6,1.8,1,ny_only,False
4,-151.48,-13.86,0.0,0.0,-151.48,-30.08,-121.4,0,3,0,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp6_1.8_cool4_ny_only,10,2,6,6,1.8,4,ny_only,False
4,-151.48,-13.86,0.0,0.0,-151.48,-30.08,-121.4,0,3,0,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool1_ny_only,10,3,6,6,1.8,1,ny_only,False
4,-151.48,-13.86,0.0,0.0,-151.48,-30.08,-121.4,0,3,0,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break6_comp6_1.8_cool4_ny_only,10,3,6,6,1.8,4,ny_only,False
6,-151.6,-13.86,0.444444,0.166667,-151.6,-30.08,-121.52,0,4,0,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp6_1.8_cool1_ny_only,20,2,6,6,1.8,1,ny_only,False
6,-151.6,-13.86,0.444444,0.166667,-151.6,-30.08,-121.52,0,4,0,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp6_1.8_cool4_ny_only,20,2,6,6,1.8,4,ny_only,False
6,-151.6,-13.86,0.444444,0.166667,-151.6,-30.08,-121.52,0,4,0,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp6_1.8_cool1_ny_only,20,3,6,6,1.8,1,ny_only,False
6,-151.6,-13.86,0.444444,0.166667,-151.6,-30.08,-121.52,0,4,0,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp6_1.8_cool4_ny_only,20,3,6,6,1.8,4,ny_only,False
18,115.32,-3.6,1.214989,0.5,-194.92,243.96,-128.64,2,4,6,10,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool1_all,10,2,6,12,2.2,1,all,False
18,115.32,-3.6,1.214989,0.5,-194.92,243.96,-128.64,2,4,6,10,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break6_comp12_2.2_cool4_all,10,2,6,12,2.2,4,all,False
9,-62.28,-2.36,0.757363,0.444444,-212.36,84.08,-146.36,2,5,2,7,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break18_comp6_2.2_cool1_ny_only,10,3,18,6,2.2,1,ny_only,False
9,-62.28,-2.36,0.757363,0.444444,-212.36,84.08,-146.36,2,5,2,7,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break18_comp6_2.2_cool4_ny_only,10,3,18,6,2.2,4,ny_only,False
8,-91.12,-4.3,0.645005,0.375,-212.36,55.24,-146.36,1,4,1,6,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break18_comp6_2.2_cool1_ny_only,10,2,18,6,2.2,1,ny_only,False
8,-91.12,-4.3,0.645005,0.375,-212.36,55.24,-146.36,1,4,1,6,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break18_comp6_2.2_cool4_ny_only,10,2,18,6,2.2,4,ny_only,False
22,220.96,2.94,1.44398,0.545455,-177.72,374.64,-153.68,3,4,7,11,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool1_all,20,2,6,12,2.2,1,all,False
22,220.96,2.94,1.44398,0.545455,-177.72,374.64,-153.68,3,4,7,11,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp12_2.2_cool4_all,20,2,6,12,2.2,4,all,False
22,103.04,0.08,1.196237,0.5,-177.72,256.72,-153.68,2,4,6,11,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool1_all,20,3,6,12,2.2,1,all,False
22,103.04,0.08,1.196237,0.5,-177.72,256.72,-153.68,2,4,6,11,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp12_2.2_cool4_all,20,3,6,12,2.2,4,all,False
12,-156.92,-9.64,0.553342,0.333333,-293.56,2.48,-159.4,2,5,2,8,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool1_ny_only,10,3,12,6,2.2,1,ny_only,False
12,-156.92,-9.64,0.553342,0.333333,-293.56,2.48,-159.4,2,5,2,8,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_2.2_cool4_ny_only,10,3,12,6,2.2,4,ny_only,False
11,-185.76,-13.04,0.471251,0.272727,-293.56,-26.36,-159.4,1,5,1,8,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_2.2_cool1_ny_only,10,2,12,6,2.2,1,ny_only,False
11,-185.76,-13.04,0.471251,0.272727,-293.56,-26.36,-159.4,1,5,1,8,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_2.2_cool4_ny_only,10,2,12,6,2.2,4,ny_only,False
150,228.6,-6.9,1.043807,0.413333,-1110.0,389.72,-161.12,3,5,8,17,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope3_break6_comp6_2.2_cool4_all,20,3,6,6,2.2,4,all,False
156,180.76,-6.64,1.033672,0.416667,-1170.92,351.8,-171.04,3,5,8,17,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma20_slope2_break6_comp6_2.2_cool1_all,20,2,6,6,2.2,1,all,False
6,-254.56,-39.34,0.208162,0.333333,-254.56,-56.84,-197.72,0,3,1,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_1.8_cool1_london_ny,10,2,12,6,1.8,1,london_ny,False
6,-254.56,-39.34,0.208162,0.333333,-254.56,-56.84,-197.72,0,3,1,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_1.8_cool4_london_ny,10,2,12,6,1.8,4,london_ny,False
6,-254.56,-39.34,0.208162,0.333333,-254.56,-56.84,-197.72,0,3,1,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_1.8_cool1_london_ny,10,3,12,6,1.8,1,london_ny,False
6,-254.56,-39.34,0.208162,0.333333,-254.56,-56.84,-197.72,0,3,1,4,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_1.8_cool4_london_ny,10,3,12,6,1.8,4,london_ny,False
7,-283.88,-29.32,0.190764,0.285714,-283.88,-86.16,-197.72,0,4,1,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_1.8_cool1_no_asia,10,2,12,6,1.8,1,no_asia,False
7,-283.88,-29.32,0.190764,0.285714,-283.88,-86.16,-197.72,0,4,1,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope2_break12_comp6_1.8_cool4_no_asia,10,2,12,6,1.8,4,no_asia,False
7,-283.88,-29.32,0.190764,0.285714,-283.88,-86.16,-197.72,0,4,1,5,h4_down_compression_liquidity_short_v1,SHORT,nonoverlap,time_exit_12h_stop30.0,h4sma10_slope3_break12_comp6_1.8_cool1_no_asia,10,3,12,6,1.8,1,no_asia,False
