variant,family,side,trend_dist,pullback,horizon_bars,horizon_minutes,cooldown_bars,signal_dt,entry_dt,exit_dt,entry_price,entry_price_source,exit_price,gross_ret,net_x1,net_x2,net_x4,mfe,mae,session,hour,ema20_m15,sma20_h1,sma20_slope5,h1_close_minus_sma20,signal_close,signal_high
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-06-14 15:45:00+00:00,2022-06-14 16:00:00+00:00,2022-06-14 18:00:00+00:00,1818.49,m15_exact_open,1814.93,3.56,3.21,2.86,2.16,6.1,3.37,new_york,15,1822.3014313485944,1824.4485,-3.4549999999999272,-6.988499999999931,1818.48,1822.09
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-06-22 12:15:00+00:00,2022-06-22 12:30:00+00:00,2022-06-22 14:30:00+00:00,1825.75,m15_exact_open,1838.52,-12.77,-13.12,-13.47,-14.17,-0.32,16.92,new_york,12,1825.798483980903,1830.3535,-2.2825000000000273,-6.0434999999999945,1825.74,1826.16
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-06-23 15:15:00+00:00,2022-06-23 15:30:00+00:00,2022-06-23 17:30:00+00:00,1829.94,m15_exact_open,1841.73,-11.79,-12.14,-12.49,-13.19,-0.86,15.93,new_york,15,1830.1529068645484,1834.7994999999999,-2.1985000000001946,-5.849499999999807,1829.93,1830.44
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-06-30 14:15:00+00:00,2022-06-30 14:30:00+00:00,2022-06-30 16:30:00+00:00,1811.21,m15_exact_open,1817.48,-6.27,-6.62,-6.97,-7.67,8.71,13.6,new_york,14,1813.2893608978613,1816.8595,-2.2919999999999163,-7.009500000000116,1811.16,1812.96
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-01 12:30:00+00:00,2022-07-01 12:45:00+00:00,2022-07-01 14:45:00+00:00,1795.62,m15_exact_open,1788.16,7.46,7.11,6.76,6.06,10.67,0.75,new_york,12,1796.8878300253152,1804.774,-4.022500000000036,-10.293999999999869,1795.62,1796.85
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-01 16:00:00+00:00,2022-07-01 16:15:00+00:00,2022-07-01 18:15:00+00:00,1789.43,m15_exact_open,1807.03,-17.6,-17.95,-18.3,-19.0,-1.61,19.01,new_york,16,1791.1914634596546,1800.7125,-5.5479999999997744,-11.362500000000182,1789.35,1790.7
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-05 15:30:00+00:00,2022-07-05 15:45:00+00:00,2022-07-05 17:45:00+00:00,1801.87,m15_exact_open,1771.87,30.0,29.65,29.3,28.6,35.61,-0.86,new_york,15,1802.2323304183212,1806.914,-1.39650000000006,-10.023999999999887,1801.86,1804.35
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-11 14:15:00+00:00,2022-07-11 14:30:00+00:00,2022-07-11 16:30:00+00:00,1736.64,m15_exact_open,1737.45,-0.81,-1.16,-1.51,-2.21,3.2,1.08,new_york,14,1737.4578704769895,1740.6480000000004,-0.9904999999994288,-5.0180000000002565,1736.63,1737.9
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-14 15:45:00+00:00,2022-07-14 16:00:00+00:00,2022-07-14 18:00:00+00:00,1708.72,m15_exact_open,1708.64,0.08,-0.27,-0.62,-1.32,11.31,1.37,new_york,15,1714.9715728101216,1726.8730000000003,-3.450499999999465,-13.523000000000366,1708.84,1714.82
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-15 13:45:00+00:00,2022-07-15 14:00:00+00:00,2022-07-15 16:00:00+00:00,1704.05,m15_exact_open,1708.97,-4.92,-5.27,-5.62,-6.32,4.17,6.59,new_york,13,1704.1830000786938,1708.8365000000001,-1.3125,-6.666500000000042,1704.05,1704.19
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-07-21 15:00:00+00:00,2022-07-21 15:15:00+00:00,2022-07-21 17:15:00+00:00,1683.79,m15_exact_open,1703.76,-19.97,-20.32,-20.67,-21.37,-0.45,26.27,new_york,15,1685.0800914879514,1692.3174999999999,-5.933999999999969,-8.507499999999936,1683.81,1684.95
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-15 15:45:00+00:00,2022-08-15 16:00:00+00:00,2022-08-15 18:00:00+00:00,1779.58,m15_exact_open,1779.26,0.32,-0.03,-0.38,-1.08,3.99,2.96,new_york,15,1780.548102108802,1793.1845,-2.9890000000000327,-18.614500000000135,1779.49,1785.54
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-17 15:30:00+00:00,2022-08-17 15:45:00+00:00,2022-08-17 17:45:00+00:00,1768.32,m15_exact_open,1766.05,2.27,1.92,1.57,0.87,3.36,5.17,new_york,15,1771.9025278598608,1775.2745000000002,-0.6340000000000146,-5.5245000000002165,1768.6,1771.41
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-19 14:15:00+00:00,2022-08-19 14:30:00+00:00,2022-08-19 16:30:00+00:00,1750.62,m15_exact_open,1756.14,-5.52,-5.87,-6.22,-6.92,0.91,7.33,new_york,14,1752.5175372607252,1755.9,-3.4619999999997617,-5.180000000000064,1750.61,1752.19
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-22 13:00:00+00:00,2022-08-22 13:15:00+00:00,2022-08-22 15:15:00+00:00,1737.19,m15_exact_open,1731.04,6.15,5.8,5.45,4.75,7.8,-0.74,new_york,13,1737.973520406284,1744.8174999999999,-3.4895000000001346,-7.6574999999998,1737.16,1738.36
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-26 15:45:00+00:00,2022-08-26 16:00:00+00:00,2022-08-26 18:00:00+00:00,1746.32,m15_exact_open,1741.35,4.97,4.62,4.27,3.57,6.84,9.58,new_york,15,1748.6100769811428,1754.3030000000003,-2.0729999999994106,-9.743000000000393,1746.38,1751.66
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-29 12:30:00+00:00,2022-08-29 12:45:00+00:00,2022-08-29 14:45:00+00:00,1722.83,m15_exact_open,1726.3,-3.47,-3.82,-4.17,-4.87,1.41,6.72,new_york,12,1723.1729617567278,1731.9954999999998,-6.376500000000306,-9.735499999999774,1722.78,1724.23
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-08-31 14:30:00+00:00,2022-08-31 14:45:00+00:00,2022-08-31 16:45:00+00:00,1715.07,m15_exact_open,1714.98,0.09,-0.26,-0.61,-1.31,5.44,1.13,new_york,14,1715.081042459675,1721.623,-3.7345000000000255,-10.962999999999965,1715.07,1715.39
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-09-01 15:00:00+00:00,2022-09-01 15:15:00+00:00,2022-09-01 17:15:00+00:00,1700.95,m15_exact_open,1692.82,8.13,7.78,7.43,6.73,8.33,2.94,new_york,15,1703.2426035204887,1706.8295000000003,-3.3339999999998327,-5.919500000000198,1700.91,1703.73
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-09-15 12:30:00+00:00,2022-09-15 12:45:00+00:00,2022-09-15 14:45:00+00:00,1688.47,m15_exact_open,1686.85,1.62,1.27,0.92,0.22,4.52,2.61,new_york,12,1688.5075947648768,1695.2355,-4.054000000000087,-8.975500000000011,1688.42,1688.63
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-09-15 16:00:00+00:00,2022-09-15 16:15:00+00:00,2022-09-15 18:15:00+00:00,1686.56,m15_exact_open,1667.19,19.37,19.02,18.67,17.97,23.15,4.14,new_york,16,1687.1710370891728,1691.9825,-4.204499999999825,-5.472500000000082,1686.51,1692.06
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-09-19 14:15:00+00:00,2022-09-19 14:30:00+00:00,2022-09-19 16:30:00+00:00,1664.3,m15_exact_open,1663.86,0.44,0.09,-0.26,-0.96,3.3,3.11,new_york,14,1664.522628628344,1671.047,-0.7559999999998581,-5.366999999999962,1664.31,1665.68
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-09-23 16:30:00+00:00,2022-09-23 16:45:00+00:00,2022-09-23 18:45:00+00:00,1652.34,m15_exact_open,1647.89,4.45,4.1,3.75,3.05,10.95,-3.46,new_york,16,1653.0279102123457,1666.0584999999999,-5.552000000000135,-17.958499999999958,1652.39,1656.51
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-05 15:45:00+00:00,2022-10-05 16:00:00+00:00,2022-10-05 18:00:00+00:00,1709.4,m15_exact_open,1707.88,1.52,1.17,0.82,0.12,9.1,4.13,new_york,15,1710.7154450406556,1719.7675,-1.024499999999989,-13.657500000000027,1709.44,1713.17
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-10 12:30:00+00:00,2022-10-10 12:45:00+00:00,2022-10-10 14:45:00+00:00,1680.02,m15_exact_open,1675.04,4.98,4.63,4.28,3.58,6.08,1.42,new_york,12,1684.5694839289476,1693.467,-5.903499999999667,-13.257000000000062,1680.02,1684.38
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-14 15:00:00+00:00,2022-10-14 15:15:00+00:00,2022-10-14 17:15:00+00:00,1654.96,m15_exact_open,1650.49,4.47,4.12,3.77,3.07,9.91,8.82,new_york,15,1658.7736284153907,1664.3155,-0.158500000000231,-9.375499999999874,1654.94,1659.35
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-19 15:45:00+00:00,2022-10-19 16:00:00+00:00,2022-10-19 18:00:00+00:00,1634.56,m15_exact_open,1633.88,0.68,0.33,-0.02,-0.72,3.4,2.96,new_york,15,1636.797151362983,1647.0165000000002,-3.481499999999869,-12.626500000000078,1634.65,1636.43
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-21 12:15:00+00:00,2022-10-21 12:30:00+00:00,2022-10-21 14:30:00+00:00,1622.01,m15_exact_open,1626.56,-4.55,-4.9,-5.25,-5.95,-0.79,5.88,new_york,12,1622.0988590542725,1627.7240000000002,-3.2489999999997963,-6.744000000000142,1622.04,1622.56
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-25 14:30:00+00:00,2022-10-25 14:45:00+00:00,2022-10-25 16:45:00+00:00,1642.4,m15_exact_open,1657.8,-15.4,-15.75,-16.1,-16.8,3.54,16.27,new_york,14,1643.3440816865236,1648.968,-1.1340000000000146,-7.698000000000093,1642.35,1643.62
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-10-28 14:30:00+00:00,2022-10-28 14:45:00+00:00,2022-10-28 16:45:00+00:00,1650.75,m15_exact_open,1646.86,3.89,3.54,3.19,2.49,10.8,2.03,new_york,14,1651.378019305786,1659.3850000000002,-2.214499999999589,-10.6550000000002,1650.74,1651.32
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-11-03 14:30:00+00:00,2022-11-03 14:45:00+00:00,2022-11-03 16:45:00+00:00,1620.48,m15_exact_open,1625.52,-5.04,-5.39,-5.74,-6.44,3.44,6.19,new_york,14,1623.4668399462955,1635.16,-6.94849999999974,-15.150000000000091,1620.52,1624.26
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-11-14 12:00:00+00:00,2022-11-14 12:15:00+00:00,2022-11-14 14:15:00+00:00,1757.25,m15_exact_open,1756.62,0.63,0.28,-0.07,-0.77,4.13,0.84,new_york,12,1760.942053935042,1762.848,-0.14949999999998909,-5.597999999999956,1757.25,1760.49
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-11-17 13:45:00+00:00,2022-11-17 14:00:00+00:00,2022-11-17 16:00:00+00:00,1763.31,m15_exact_open,1756.0,7.31,6.96,6.61,5.91,8.07,4.11,new_york,13,1764.7283274534802,1769.9030000000002,-3.489999999999327,-7.603000000000293,1763.4,1764.47
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-11-21 12:15:00+00:00,2022-11-21 12:30:00+00:00,2022-11-21 14:30:00+00:00,1741.17,m15_exact_open,1740.03,1.14,0.79,0.44,-0.26,2.19,0.82,new_york,12,1742.2681187643166,1747.9775000000002,-4.062999999999647,-9.477500000000191,1741.19,1741.88
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-12-15 16:00:00+00:00,2022-12-15 16:15:00+00:00,2022-12-15 18:15:00+00:00,1775.66,m15_exact_open,1777.04,-1.38,-1.73,-2.08,-2.78,1.72,10.27,new_york,16,1779.3563061608588,1792.9669999999999,-8.062500000000227,-17.32699999999977,1775.64,1780.73
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-12-28 12:30:00+00:00,2022-12-28 12:45:00+00:00,2022-12-28 14:45:00+00:00,1804.12,m15_exact_open,1805.08,-0.96,-1.31,-1.66,-2.36,3.19,1.82,new_york,12,1805.497078532296,1811.6895,-0.43400000000019645,-12.229499999999916,1804.08,1805.2
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2022-12-28 16:00:00+00:00,2022-12-28 16:15:00+00:00,2022-12-28 18:15:00+00:00,1803.42,m15_exact_open,1797.76,5.66,5.31,4.96,4.26,6.58,5.91,new_york,16,1804.8972876671028,1809.0555,-2.945499999999811,-5.605499999999893,1803.45,1807.02
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-01-05 14:30:00+00:00,2023-01-05 14:45:00+00:00,2023-01-05 16:45:00+00:00,1847.46,m15_exact_open,1837.03,10.43,10.08,9.73,9.03,16.21,0.76,new_york,14,1848.5869077487082,1852.3169999999998,-2.2385000000001583,-6.666999999999689,1847.48,1848.67
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-01-17 13:45:00+00:00,2023-01-17 14:00:00+00:00,2023-01-17 16:00:00+00:00,1907.49,m15_exact_open,1912.74,-5.25,-5.6,-5.95,-6.65,0.54,6.75,new_york,13,1907.7905777851513,1912.684,-1.8084999999998672,-6.203999999999951,1907.46,1907.79
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-01-25 14:45:00+00:00,2023-01-25 15:00:00+00:00,2023-01-25 17:00:00+00:00,1925.85,m15_exact_open,1930.95,-5.1,-5.45,-5.8,-6.5,6.17,6.91,new_york,14,1926.5527993222029,1932.6485,-1.2634999999997945,-7.348500000000058,1925.92,1926.25
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-01-30 14:15:00+00:00,2023-01-30 14:30:00+00:00,2023-01-30 16:30:00+00:00,1925.46,m15_exact_open,1926.85,-1.39,-1.74,-2.09,-2.79,0.87,4.78,new_york,14,1925.799140678631,1927.9605,-0.6580000000001291,-5.400499999999965,1925.45,1925.48
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-02-13 12:45:00+00:00,2023-02-13 13:00:00+00:00,2023-02-13 15:00:00+00:00,1858.1,m15_exact_open,1861.74,-3.64,-3.99,-4.34,-5.04,-0.83,4.84,new_york,12,1859.5145675757274,1861.4965,-0.712500000000091,-5.596499999999878,1858.06,1859.25
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-02-15 14:15:00+00:00,2023-02-15 14:30:00+00:00,2023-02-15 16:30:00+00:00,1836.36,m15_exact_open,1834.66,1.7,1.35,1.0,0.3,4.69,2.47,new_york,14,1836.9059299273677,1847.425,-5.9715000000001055,-12.414999999999964,1836.33,1836.98
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-02-17 12:15:00+00:00,2023-02-17 12:30:00+00:00,2023-02-17 14:30:00+00:00,1823.3,m15_exact_open,1827.32,-4.02,-4.37,-4.72,-5.42,1.52,4.42,new_york,12,1823.9867081970046,1831.8449999999998,-3.104000000000269,-6.3449999999998,1823.49,1825.62
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-02-21 13:45:00+00:00,2023-02-21 14:00:00+00:00,2023-02-21 16:00:00+00:00,1834.43,m15_exact_open,1837.14,-2.71,-3.06,-3.41,-4.11,4.27,2.75,new_york,13,1834.6926446423415,1839.4565000000002,-2.4645000000000437,-6.9965000000001965,1834.46,1835.19
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-02-28 13:30:00+00:00,2023-02-28 13:45:00+00:00,2023-02-28 15:45:00+00:00,1810.24,m15_exact_open,1809.55,0.69,0.34,-0.01,-0.71,3.05,0.26,new_york,13,1810.9352711330484,1815.3,-0.6070000000004256,-6.619999999999891,1810.25,1810.75
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-03-14 16:30:00+00:00,2023-03-14 16:45:00+00:00,2023-03-14 18:45:00+00:00,1901.69,m15_exact_open,1906.16,-4.47,-4.82,-5.17,-5.87,-0.48,7.05,new_york,16,1905.1304498624443,1907.8055,-0.4294999999999618,-5.07549999999992,1901.73,1906.44
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-03-21 15:45:00+00:00,2023-03-21 16:00:00+00:00,2023-03-21 18:00:00+00:00,1955.56,m15_exact_open,1948.04,7.52,7.17,6.82,6.12,12.45,-0.67,new_york,15,1965.7892684330398,1976.0695,-1.7525000000000546,-11.679499999999962,1955.47,1965.48
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-03-27 15:30:00+00:00,2023-03-27 15:45:00+00:00,2023-03-27 17:45:00+00:00,1957.85,m15_exact_open,1956.18,1.67,1.32,0.97,0.27,13.89,-1.24,new_york,15,1958.2610209979402,1971.2105,-6.929000000000087,-17.160499999999956,1957.91,1958.13
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-04-10 16:00:00+00:00,2023-04-10 16:15:00+00:00,2023-04-10 18:15:00+00:00,1989.46,m15_exact_open,1988.58,0.88,0.53,0.18,-0.52,7.86,4.8,new_york,16,1998.470704238586,1998.4360000000001,-3.17450000000008,-8.976000000000113,1989.46,1998.35
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-04-14 15:30:00+00:00,2023-04-14 15:45:00+00:00,2023-04-14 17:45:00+00:00,2033.28,m15_exact_open,2003.22,30.06,29.71,29.36,28.66,30.06,-5.28,new_york,15,2036.450368417204,2040.4165,-0.4069999999999254,-7.316500000000133,2033.08,2040.1
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-04-19 15:30:00+00:00,2023-04-19 15:45:00+00:00,2023-04-19 17:45:00+00:00,1977.9,m15_exact_open,1993.37,-15.47,-15.82,-16.17,-16.87,0.3,18.02,new_york,15,1978.0590469213612,1997.1474999999998,-6.588000000000193,-26.81749999999988,1977.91,1978.04
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-04-21 12:15:00+00:00,2023-04-21 12:30:00+00:00,2023-04-21 14:30:00+00:00,1985.57,m15_exact_open,1985.99,-0.42,-0.77,-1.12,-1.82,0.91,6.83,new_york,12,1990.5453102823699,2000.9985000000001,-2.4264999999998054,-11.74850000000015,1985.53,1990.22
trend_pullback_continuation_short_trend5_pull0.5_new_york_only_h8,trend_pullback_continuation_short,SHORT,5.0,0.5,8,120,4,2023-04-21 15:15:00+00:00,2023-04-21 15:30:00+00:00,2023-04-21 17:30:00+00:00,1983.99,m15_exact_open,1982.19,1.8,1.45,1.1,0.4,12.45,13.92,new_york,15,1987.9983412499994,1998.5504999999998,-3.9449999999999363,-10.850499999999784,1983.9,1987.84
