candidate_identity,best_priority_score_review_only,source_row_count,source_csv_count,families,stages,density_buckets,commercial_blockers,latest_signal_ts,max_recent_signal_rows,max_event_count,commercial_readiness
oil_ret_1_ge_q80 | oil_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_ret_1_le_q20 | oil_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_ret_1_le_q30 | oil_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_ret_5_ge_q70 | oil_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_ret_5_ge_q80 | oil_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_value_ge_q70 | oil_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_value_ge_q80 | oil_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_value_le_q20 | oil_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_value_le_q30 | oil_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_z60_ge_q70 | oil_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
oil_z60_ge_q80 | oil_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_age_hours_ge_q70 | real_yield_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_age_hours_ge_q80 | real_yield_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_age_hours_le_q20 | real_yield_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_age_hours_le_q30 | real_yield_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_chg_1_ge_q70 | real_yield_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_chg_1_ge_q80 | real_yield_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_chg_1_le_q30 | real_yield_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_chg_5_ge_q70 | real_yield_chg_5,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_rank250_ge_q70 | real_yield_rank250,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_rank250_ge_q80 | real_yield_rank250,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_rank250_le_q30 | real_yield_rank250,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_ret_1_ge_q70 | real_yield_ret_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_ret_5_ge_q70 | real_yield_ret_5,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_ret_5_le_q20 | real_yield_ret_5,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_value_ge_q70 | real_yield_value,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_value_ge_q80 | real_yield_value,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_z60_ge_q70 | real_yield_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_z60_ge_q80 | real_yield_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
real_yield_z60_le_q30 | real_yield_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_age_hours_ge_q70 | spx_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_age_hours_ge_q80 | spx_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_age_hours_le_q20 | spx_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_age_hours_le_q30 | spx_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_1_ge_q70 | spx_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_1_ge_q80 | spx_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_1_le_q20 | spx_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_1_le_q30 | spx_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_5_le_q20 | spx_chg_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_chg_5_le_q30 | spx_chg_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_rank250_ge_q70 | spx_rank250,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_rank250_ge_q80 | spx_rank250,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_rank250_le_q30 | spx_rank250,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_1_ge_q70 | spx_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_1_ge_q80 | spx_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_1_le_q20 | spx_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_1_le_q30 | spx_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_5_ge_q80 | spx_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_5_le_q20 | spx_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_ret_5_le_q30 | spx_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_value_ge_q70 | spx_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_value_ge_q80 | spx_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_z60_ge_q80 | spx_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_z60_le_q20 | spx_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
spx_z60_le_q30 | spx_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_age_hours_ge_q70 | us10y_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_age_hours_ge_q80 | us10y_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_age_hours_le_q20 | us10y_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_age_hours_le_q30 | us10y_age_hours,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_1_ge_q70 | us10y_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_1_ge_q80 | us10y_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_1_le_q20 | us10y_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_1_le_q30 | us10y_chg_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_5_ge_q70 | us10y_chg_5,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_chg_5_ge_q80 | us10y_chg_5,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_rank250_ge_q70 | us10y_rank250,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_rank250_ge_q80 | us10y_rank250,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_ret_1_ge_q70 | us10y_ret_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_ret_1_ge_q80 | us10y_ret_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_ret_1_le_q20 | us10y_ret_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_ret_1_le_q30 | us10y_ret_1,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_ret_5_ge_q70 | us10y_ret_5,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_value_ge_q70 | us10y_value,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_value_ge_q80 | us10y_value,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_z60_ge_q70 | us10y_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_z60_ge_q80 | us10y_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_z60_le_q20 | us10y_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
us10y_z60_le_q30 | us10y_z60,-16.0,5,1,exogenous_macro,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_age_hours_ge_q70 | vix_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_age_hours_ge_q80 | vix_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_age_hours_le_q20 | vix_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_age_hours_le_q30 | vix_age_hours,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_1_ge_q70 | vix_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_1_ge_q80 | vix_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_1_le_q20 | vix_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_1_le_q30 | vix_chg_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_5_ge_q70 | vix_chg_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_5_ge_q80 | vix_chg_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_5_le_q20 | vix_chg_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_chg_5_le_q30 | vix_chg_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_rank250_ge_q70 | vix_rank250,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_rank250_ge_q80 | vix_rank250,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_1_ge_q70 | vix_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_1_ge_q80 | vix_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_1_le_q20 | vix_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_1_le_q30 | vix_ret_1,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_5_ge_q70 | vix_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_5_ge_q80 | vix_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_5_le_q20 | vix_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_ret_5_le_q30 | vix_ret_5,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_value_ge_q80 | vix_value,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_z60_ge_q70 | vix_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_z60_ge_q80 | vix_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_z60_le_q20 | vix_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
vix_z60_le_q30 | vix_z60,-16.0,5,1,stage31c,stage31c,UNKNOWN_DENSITY,REJECTED_OR_ERROR_SOURCE,,,,BLOCKED_LOW_FORWARD_CADENCE
