events,total,avg,median,wr,pf,dd,pos_years,years,months,year,variant,behavior,horizon_bars,cooldown_bars
123,-14.2,-0.115447,0.33,0.512195,0.959368,-90.71,0,1,12,2024,asia_low_fakeout_reclaim_long_h8_cool4,asia_low_fakeout_reclaim_long,8,4
148,237.84,1.607027,-0.005,0.5,1.386769,-106.76,1,1,12,2025,asia_low_fakeout_reclaim_long_h8_cool4,asia_low_fakeout_reclaim_long,8,4
63,-217.0,-3.444444,-2.08,0.428571,0.696627,-295.31,0,1,6,2026,asia_low_fakeout_reclaim_long_h8_cool4,asia_low_fakeout_reclaim_long,8,4
83,1.32,0.015904,-2.35,0.373494,1.005001,-46.46,1,1,8,2022,asia_low_fakeout_reclaim_long_h16_cool0,asia_low_fakeout_reclaim_long,16,0
132,-92.67,-0.702045,-0.81,0.44697,0.813391,-173.23,0,1,12,2023,asia_low_fakeout_reclaim_long_h16_cool0,asia_low_fakeout_reclaim_long,16,0
121,-70.21,-0.580248,0.11,0.504132,0.865706,-106.45,0,1,12,2024,asia_low_fakeout_reclaim_long_h16_cool0,asia_low_fakeout_reclaim_long,16,0
141,108.29,0.768014,0.61,0.51773,1.113046,-194.83,1,1,12,2025,asia_low_fakeout_reclaim_long_h16_cool0,asia_low_fakeout_reclaim_long,16,0
55,-278.48,-5.063273,-3.92,0.418182,0.705262,-484.65,0,1,6,2026,asia_low_fakeout_reclaim_long_h16_cool0,asia_low_fakeout_reclaim_long,16,0
81,11.17,0.137901,-2.32,0.382716,1.044657,-38.82,1,1,8,2022,asia_low_fakeout_reclaim_long_h16_cool4,asia_low_fakeout_reclaim_long,16,4
131,-84.29,-0.643435,-0.8,0.450382,0.832761,-164.85,0,1,12,2023,asia_low_fakeout_reclaim_long_h16_cool4,asia_low_fakeout_reclaim_long,16,4
119,-95.81,-0.805126,-0.09,0.495798,0.82404,-115.6,0,1,12,2024,asia_low_fakeout_reclaim_long_h16_cool4,asia_low_fakeout_reclaim_long,16,4
132,-15.12,-0.114545,-0.32,0.492424,0.983617,-210.04,0,1,12,2025,asia_low_fakeout_reclaim_long_h16_cool4,asia_low_fakeout_reclaim_long,16,4
53,-191.52,-3.613585,-3.92,0.433962,0.779421,-468.67,0,1,6,2026,asia_low_fakeout_reclaim_long_h16_cool4,asia_low_fakeout_reclaim_long,16,4
73,52.66,0.72137,-1.1,0.479452,1.17239,-57.85,1,1,8,2022,asia_low_fakeout_reclaim_long_h32_cool0,asia_low_fakeout_reclaim_long,32,0
112,-191.21,-1.707232,-1.555,0.428571,0.692885,-227.3,0,1,12,2023,asia_low_fakeout_reclaim_long_h32_cool0,asia_low_fakeout_reclaim_long,32,0
103,-41.38,-0.401748,0.97,0.533981,0.932515,-199.09,0,1,12,2024,asia_low_fakeout_reclaim_long_h32_cool0,asia_low_fakeout_reclaim_long,32,0
112,-247.8,-2.2125,2.01,0.535714,0.811942,-459.97,0,1,12,2025,asia_low_fakeout_reclaim_long_h32_cool0,asia_low_fakeout_reclaim_long,32,0
41,-768.02,-18.732195,-9.35,0.390244,0.337897,-846.59,0,1,6,2026,asia_low_fakeout_reclaim_long_h32_cool0,asia_low_fakeout_reclaim_long,32,0
72,52.59,0.730417,-1.18,0.472222,1.172161,-57.85,1,1,8,2022,asia_low_fakeout_reclaim_long_h32_cool4,asia_low_fakeout_reclaim_long,32,4
112,-191.21,-1.707232,-1.555,0.428571,0.692885,-227.3,0,1,12,2023,asia_low_fakeout_reclaim_long_h32_cool4,asia_low_fakeout_reclaim_long,32,4
103,-41.38,-0.401748,0.97,0.533981,0.932515,-199.09,0,1,12,2024,asia_low_fakeout_reclaim_long_h32_cool4,asia_low_fakeout_reclaim_long,32,4
106,-241.77,-2.280849,2.01,0.537736,0.808654,-416.57,0,1,12,2025,asia_low_fakeout_reclaim_long_h32_cool4,asia_low_fakeout_reclaim_long,32,4
40,-762.16,-19.054,-9.525,0.4,0.339612,-840.73,0,1,6,2026,asia_low_fakeout_reclaim_long_h32_cool4,asia_low_fakeout_reclaim_long,32,4
128,-53.57,-0.418516,-0.845,0.453125,0.787825,-71.54,0,1,8,2022,asia_high_fakeout_reject_short_h4_cool0,asia_high_fakeout_reject_short,4,0
163,0.41,0.002515,-0.16,0.484663,1.001453,-53.94,1,1,12,2023,asia_high_fakeout_reject_short_h4_cool0,asia_high_fakeout_reject_short,4,0
216,-264.26,-1.223426,-0.96,0.412037,0.558049,-285.36,0,1,12,2024,asia_high_fakeout_reject_short_h4_cool0,asia_high_fakeout_reject_short,4,0
250,-385.39,-1.54156,-1.435,0.436,0.629426,-397.42,0,1,12,2025,asia_high_fakeout_reject_short_h4_cool0,asia_high_fakeout_reject_short,4,0
114,-218.54,-1.917018,-1.03,0.438596,0.735305,-287.41,0,1,6,2026,asia_high_fakeout_reject_short_h4_cool0,asia_high_fakeout_reject_short,4,0
112,-72.77,-0.649732,-0.975,0.410714,0.69109,-90.74,0,1,8,2022,asia_high_fakeout_reject_short_h4_cool4,asia_high_fakeout_reject_short,4,4
144,-28.87,-0.200486,-0.205,0.465278,0.892501,-58.02,0,1,12,2023,asia_high_fakeout_reject_short_h4_cool4,asia_high_fakeout_reject_short,4,4
188,-163.31,-0.86867,-0.88,0.414894,0.650763,-192.02,0,1,12,2024,asia_high_fakeout_reject_short_h4_cool4,asia_high_fakeout_reject_short,4,4
202,-417.47,-2.066683,-1.525,0.40099,0.528256,-419.93,0,1,12,2025,asia_high_fakeout_reject_short_h4_cool4,asia_high_fakeout_reject_short,4,4
92,-194.2,-2.11087,-0.885,0.445652,0.714101,-228.06,0,1,6,2026,asia_high_fakeout_reject_short_h4_cool4,asia_high_fakeout_reject_short,4,4
112,-22.26,-0.19875,-0.67,0.446429,0.909586,-66.39,0,1,8,2022,asia_high_fakeout_reject_short_h8_cool0,asia_high_fakeout_reject_short,8,0
144,35.4,0.245833,0.49,0.5625,1.11872,-53.51,1,1,12,2023,asia_high_fakeout_reject_short_h8_cool0,asia_high_fakeout_reject_short,8,0
188,-235.04,-1.250213,-1.555,0.404255,0.65139,-260.29,0,1,12,2024,asia_high_fakeout_reject_short_h8_cool0,asia_high_fakeout_reject_short,8,0
202,-301.27,-1.491436,-1.1,0.435644,0.735765,-384.1,0,1,12,2025,asia_high_fakeout_reject_short_h8_cool0,asia_high_fakeout_reject_short,8,0
92,-204.56,-2.223478,-1.08,0.478261,0.756653,-270.76,0,1,6,2026,asia_high_fakeout_reject_short_h8_cool0,asia_high_fakeout_reject_short,8,0
103,-56.24,-0.546019,-1.07,0.427184,0.765589,-81.5,0,1,8,2022,asia_high_fakeout_reject_short_h8_cool4,asia_high_fakeout_reject_short,8,4
135,37.23,0.275778,0.48,0.562963,1.131448,-52.49,1,1,12,2023,asia_high_fakeout_reject_short_h8_cool4,asia_high_fakeout_reject_short,8,4
175,-184.11,-1.052057,-1.54,0.405714,0.700488,-211.64,0,1,12,2024,asia_high_fakeout_reject_short_h8_cool4,asia_high_fakeout_reject_short,8,4
175,-278.67,-1.5924,-1.2,0.428571,0.721808,-349.01,0,1,12,2025,asia_high_fakeout_reject_short_h8_cool4,asia_high_fakeout_reject_short,8,4
74,-158.16,-2.137297,-1.255,0.472973,0.753591,-231.73,0,1,6,2026,asia_high_fakeout_reject_short_h8_cool4,asia_high_fakeout_reject_short,8,4
95,7.5,0.078947,-0.54,0.484211,1.028797,-60.29,1,1,8,2022,asia_high_fakeout_reject_short_h16_cool0,asia_high_fakeout_reject_short,16,0
127,45.58,0.358898,1.67,0.559055,1.137579,-55.37,1,1,12,2023,asia_high_fakeout_reject_short_h16_cool0,asia_high_fakeout_reject_short,16,0
161,-211.22,-1.311925,-1.41,0.434783,0.724112,-274.2,0,1,12,2024,asia_high_fakeout_reject_short_h16_cool0,asia_high_fakeout_reject_short,16,0
163,-308.45,-1.892331,-2.36,0.411043,0.740366,-380.49,0,1,12,2025,asia_high_fakeout_reject_short_h16_cool0,asia_high_fakeout_reject_short,16,0
70,-164.12,-2.344571,2.16,0.528571,0.803213,-308.44,0,1,6,2026,asia_high_fakeout_reject_short_h16_cool0,asia_high_fakeout_reject_short,16,0
92,21.6,0.234783,-0.1,0.5,1.087826,-46.33,1,1,8,2022,asia_high_fakeout_reject_short_h16_cool4,asia_high_fakeout_reject_short,16,4
125,31.65,0.2532,1.67,0.56,1.093179,-55.37,1,1,12,2023,asia_high_fakeout_reject_short_h16_cool4,asia_high_fakeout_reject_short,16,4
153,-221.17,-1.445556,-1.61,0.424837,0.694339,-253.93,0,1,12,2024,asia_high_fakeout_reject_short_h16_cool4,asia_high_fakeout_reject_short,16,4
154,-305.21,-1.981883,-2.05,0.415584,0.717065,-345.39,0,1,12,2025,asia_high_fakeout_reject_short_h16_cool4,asia_high_fakeout_reject_short,16,4
63,-201.41,-3.196984,0.06,0.507937,0.7292,-332.2,0,1,6,2026,asia_high_fakeout_reject_short_h16_cool4,asia_high_fakeout_reject_short,16,4
83,-3.51,-0.042289,-0.19,0.481928,0.989719,-98.83,0,1,8,2022,asia_high_fakeout_reject_short_h32_cool0,asia_high_fakeout_reject_short,32,0
110,-77.62,-0.705636,0.905,0.554545,0.841524,-98.89,0,1,12,2023,asia_high_fakeout_reject_short_h32_cool0,asia_high_fakeout_reject_short,32,0
134,-280.01,-2.089627,-2.84,0.41791,0.710344,-341.06,0,1,12,2024,asia_high_fakeout_reject_short_h32_cool0,asia_high_fakeout_reject_short,32,0
132,-717.21,-5.433409,-6.965,0.378788,0.527312,-778.15,0,1,12,2025,asia_high_fakeout_reject_short_h32_cool0,asia_high_fakeout_reject_short,32,0
52,-192.08,-3.693846,-2.76,0.480769,0.757116,-326.57,0,1,6,2026,asia_high_fakeout_reject_short_h32_cool0,asia_high_fakeout_reject_short,32,0
81,3.14,0.038765,-0.07,0.493827,1.00938,-92.73,1,1,8,2022,asia_high_fakeout_reject_short_h32_cool4,asia_high_fakeout_reject_short,32,4
109,-76.91,-0.705596,0.95,0.559633,0.842746,-98.36,0,1,12,2023,asia_high_fakeout_reject_short_h32_cool4,asia_high_fakeout_reject_short,32,4
131,-291.97,-2.228779,-3.47,0.412214,0.697415,-354.8,0,1,12,2024,asia_high_fakeout_reject_short_h32_cool4,asia_high_fakeout_reject_short,32,4
124,-601.71,-4.8525,-5.945,0.387097,0.552456,-641.2,0,1,12,2025,asia_high_fakeout_reject_short_h32_cool4,asia_high_fakeout_reject_short,32,4
47,-206.85,-4.401064,-3.09,0.468085,0.719316,-286.75,0,1,6,2026,asia_high_fakeout_reject_short_h32_cool4,asia_high_fakeout_reject_short,32,4
20,-1.1,-0.055,-0.545,0.45,0.955375,-13.41,0,1,8,2022,compressed_range_up_break_long_h4_cool0,compressed_range_up_break_long,4,0
42,9.46,0.225238,0.375,0.52381,1.189087,-26.35,1,1,10,2023,compressed_range_up_break_long_h4_cool0,compressed_range_up_break_long,4,0
52,6.25,0.120192,0.82,0.596154,1.086505,-29.31,1,1,12,2024,compressed_range_up_break_long_h4_cool0,compressed_range_up_break_long,4,0
37,55.12,1.48973,1.84,0.594595,1.677816,-19.62,1,1,10,2025,compressed_range_up_break_long_h4_cool0,compressed_range_up_break_long,4,0
28,-144.4,-5.157143,-4.705,0.392857,0.503388,-172.12,0,1,6,2026,compressed_range_up_break_long_h4_cool0,compressed_range_up_break_long,4,0
18,5.12,0.284444,-0.105,0.5,1.277808,-9.05,1,1,8,2022,compressed_range_up_break_long_h4_cool4,compressed_range_up_break_long,4,4
35,5.07,0.144857,-0.25,0.485714,1.117443,-21.54,1,1,10,2023,compressed_range_up_break_long_h4_cool4,compressed_range_up_break_long,4,4
48,13.05,0.271875,0.565,0.583333,1.216813,-17.59,1,1,12,2024,compressed_range_up_break_long_h4_cool4,compressed_range_up_break_long,4,4
34,30.99,0.911471,0.875,0.558824,1.381087,-19.62,1,1,10,2025,compressed_range_up_break_long_h4_cool4,compressed_range_up_break_long,4,4
26,-139.49,-5.365,-4.705,0.423077,0.508267,-167.21,0,1,6,2026,compressed_range_up_break_long_h4_cool4,compressed_range_up_break_long,4,4
18,-6.88,-0.382222,-0.285,0.388889,0.744428,-15.65,0,1,8,2022,compressed_range_up_break_long_h8_cool0,compressed_range_up_break_long,8,0
35,3.6,0.102857,-0.2,0.457143,1.05151,-44.09,1,1,10,2023,compressed_range_up_break_long_h8_cool0,compressed_range_up_break_long,8,0
48,30.64,0.638333,0.775,0.625,1.365982,-20.47,1,1,12,2024,compressed_range_up_break_long_h8_cool0,compressed_range_up_break_long,8,0
34,72.67,2.137353,2.79,0.588235,1.687057,-34.74,1,1,10,2025,compressed_range_up_break_long_h8_cool0,compressed_range_up_break_long,8,0
26,23.19,0.891923,3.065,0.538462,1.118978,-76.37,1,1,6,2026,compressed_range_up_break_long_h8_cool0,compressed_range_up_break_long,8,0
18,-6.88,-0.382222,-0.285,0.388889,0.744428,-15.65,0,1,8,2022,compressed_range_up_break_long_h8_cool4,compressed_range_up_break_long,8,4
31,21.61,0.697097,-0.01,0.483871,1.426738,-25.37,1,1,10,2023,compressed_range_up_break_long_h8_cool4,compressed_range_up_break_long,8,4
45,18.81,0.418,0.75,0.6,1.224677,-20.47,1,1,12,2024,compressed_range_up_break_long_h8_cool4,compressed_range_up_break_long,8,4
31,63.65,2.053226,3.16,0.580645,1.616405,-34.74,1,1,10,2025,compressed_range_up_break_long_h8_cool4,compressed_range_up_break_long,8,4
25,13.36,0.5344,2.62,0.52,1.068544,-76.37,1,1,6,2026,compressed_range_up_break_long_h8_cool4,compressed_range_up_break_long,8,4
18,1.63,0.090556,-0.94,0.444444,1.043167,-22.9,1,1,8,2022,compressed_range_up_break_long_h16_cool0,compressed_range_up_break_long,16,0
29,52.94,1.825517,1.08,0.62069,2.199094,-20.36,1,1,10,2023,compressed_range_up_break_long_h16_cool0,compressed_range_up_break_long,16,0
45,-7.03,-0.156222,1.92,0.688889,0.958042,-51.44,0,1,12,2024,compressed_range_up_break_long_h16_cool0,compressed_range_up_break_long,16,0
28,126.45,4.516071,5.245,0.714286,2.051472,-54.39,1,1,10,2025,compressed_range_up_break_long_h16_cool0,compressed_range_up_break_long,16,0
25,-344.08,-13.7632,-7.58,0.44,0.432792,-380.1,0,1,6,2026,compressed_range_up_break_long_h16_cool0,compressed_range_up_break_long,16,0
18,1.63,0.090556,-0.94,0.444444,1.043167,-22.9,1,1,8,2022,compressed_range_up_break_long_h16_cool4,compressed_range_up_break_long,16,4
29,52.94,1.825517,1.08,0.62069,2.199094,-20.36,1,1,10,2023,compressed_range_up_break_long_h16_cool4,compressed_range_up_break_long,16,4
41,50.03,1.220244,2.1,0.731707,1.505813,-48.89,1,1,12,2024,compressed_range_up_break_long_h16_cool4,compressed_range_up_break_long,16,4
26,86.72,3.335385,4.8,0.692308,1.721104,-54.39,1,1,10,2025,compressed_range_up_break_long_h16_cool4,compressed_range_up_break_long,16,4
24,-349.74,-14.5725,-9.285,0.416667,0.423461,-380.1,0,1,6,2026,compressed_range_up_break_long_h16_cool4,compressed_range_up_break_long,16,4
18,34.33,1.907222,0.475,0.611111,2.055009,-21.54,1,1,8,2022,compressed_range_up_break_long_h32_cool0,compressed_range_up_break_long,32,0
29,-13.86,-0.477931,0.22,0.517241,0.910349,-76.0,0,1,10,2023,compressed_range_up_break_long_h32_cool0,compressed_range_up_break_long,32,0
41,-8.31,-0.202683,0.63,0.536585,0.965682,-91.36,0,1,12,2024,compressed_range_up_break_long_h32_cool0,compressed_range_up_break_long,32,0
26,66.44,2.555385,0.49,0.5,1.278283,-101.06,1,1,10,2025,compressed_range_up_break_long_h32_cool0,compressed_range_up_break_long,32,0
23,-331.4,-14.408696,-1.32,0.434783,0.577069,-445.87,0,1,6,2026,compressed_range_up_break_long_h32_cool0,compressed_range_up_break_long,32,0
18,34.33,1.907222,0.475,0.611111,2.055009,-21.54,1,1,8,2022,compressed_range_up_break_long_h32_cool4,compressed_range_up_break_long,32,4
29,-13.86,-0.477931,0.22,0.517241,0.910349,-76.0,0,1,10,2023,compressed_range_up_break_long_h32_cool4,compressed_range_up_break_long,32,4
41,-8.31,-0.202683,0.63,0.536585,0.965682,-91.36,0,1,12,2024,compressed_range_up_break_long_h32_cool4,compressed_range_up_break_long,32,4
26,66.44,2.555385,0.49,0.5,1.278283,-101.06,1,1,10,2025,compressed_range_up_break_long_h32_cool4,compressed_range_up_break_long,32,4
23,-331.4,-14.408696,-1.32,0.434783,0.577069,-445.87,0,1,6,2026,compressed_range_up_break_long_h32_cool4,compressed_range_up_break_long,32,4
28,-10.95,-0.391071,-0.725,0.428571,0.781611,-26.64,0,1,8,2022,compressed_range_down_break_short_h4_cool0,compressed_range_down_break_short,4,0
44,17.78,0.404091,-0.19,0.477273,1.28124,-31.16,1,1,11,2023,compressed_range_down_break_short_h4_cool0,compressed_range_down_break_short,4,0
28,-13.19,-0.471071,-0.45,0.392857,0.784371,-23.57,0,1,10,2024,compressed_range_down_break_short_h4_cool0,compressed_range_down_break_short,4,0
28,-0.9,-0.032143,-1.92,0.464286,0.993279,-61.53,0,1,11,2025,compressed_range_down_break_short_h4_cool0,compressed_range_down_break_short,4,0
41,-187.98,-4.584878,-2.85,0.414634,0.505589,-203.43,0,1,5,2026,compressed_range_down_break_short_h4_cool0,compressed_range_down_break_short,4,0
24,-20.23,-0.842917,-1.03,0.375,0.570579,-23.61,0,1,8,2022,compressed_range_down_break_short_h4_cool4,compressed_range_down_break_short,4,4
40,18.36,0.459,-0.19,0.475,1.30307,-30.43,1,1,11,2023,compressed_range_down_break_short_h4_cool4,compressed_range_down_break_short,4,4
26,-18.4,-0.707692,-0.45,0.384615,0.695364,-28.78,0,1,10,2024,compressed_range_down_break_short_h4_cool4,compressed_range_down_break_short,4,4
27,-8.82,-0.326667,-2.91,0.444444,0.934135,-61.53,0,1,11,2025,compressed_range_down_break_short_h4_cool4,compressed_range_down_break_short,4,4
34,-117.57,-3.457941,-0.435,0.5,0.620497,-142.24,0,1,5,2026,compressed_range_down_break_short_h4_cool4,compressed_range_down_break_short,4,4
24,-16.57,-0.690417,-0.445,0.458333,0.718101,-27.05,0,1,8,2022,compressed_range_down_break_short_h8_cool0,compressed_range_down_break_short,8,0
40,26.94,0.6735,-0.54,0.45,1.364497,-23.92,1,1,11,2023,compressed_range_down_break_short_h8_cool0,compressed_range_down_break_short,8,0
26,1.18,0.045385,0.645,0.538462,1.017013,-21.5,1,1,10,2024,compressed_range_down_break_short_h8_cool0,compressed_range_down_break_short,8,0
27,56.84,2.105185,-0.47,0.481481,1.401952,-71.75,1,1,11,2025,compressed_range_down_break_short_h8_cool0,compressed_range_down_break_short,8,0
34,-99.92,-2.938824,-4.705,0.411765,0.684884,-148.85,0,1,5,2026,compressed_range_down_break_short_h8_cool0,compressed_range_down_break_short,8,0
23,-13.03,-0.566522,-0.34,0.478261,0.753593,-22.55,0,1,8,2022,compressed_range_down_break_short_h8_cool4,compressed_range_down_break_short,8,4
39,37.83,0.97,-0.49,0.461538,1.600286,-17.23,1,1,11,2023,compressed_range_down_break_short_h8_cool4,compressed_range_down_break_short,8,4
23,10.87,0.472609,0.97,0.565217,1.170563,-21.34,1,1,10,2024,compressed_range_down_break_short_h8_cool4,compressed_range_down_break_short,8,4
26,66.04,2.54,-0.14,0.5,1.499508,-62.55,1,1,11,2025,compressed_range_down_break_short_h8_cool4,compressed_range_down_break_short,8,4
32,-68.64,-2.145,-2.63,0.4375,0.75984,-141.36,0,1,5,2026,compressed_range_down_break_short_h8_cool4,compressed_range_down_break_short,8,4
22,-9.16,-0.416364,-0.59,0.363636,0.849094,-24.17,0,1,8,2022,compressed_range_down_break_short_h16_cool0,compressed_range_down_break_short,16,0
39,11.11,0.284872,-0.44,0.435897,1.114418,-44.66,1,1,11,2023,compressed_range_down_break_short_h16_cool0,compressed_range_down_break_short,16,0
22,-32.01,-1.455,-1.355,0.363636,0.724645,-44.28,0,1,10,2024,compressed_range_down_break_short_h16_cool0,compressed_range_down_break_short,16,0
26,-20.8,-0.8,1.39,0.538462,0.894955,-98.91,0,1,11,2025,compressed_range_down_break_short_h16_cool0,compressed_range_down_break_short,16,0
30,-172.04,-5.734667,-13.7,0.333333,0.682266,-233.82,0,1,5,2026,compressed_range_down_break_short_h16_cool0,compressed_range_down_break_short,16,0
22,-9.16,-0.416364,-0.59,0.363636,0.849094,-24.17,0,1,8,2022,compressed_range_down_break_short_h16_cool4,compressed_range_down_break_short,16,4
39,11.11,0.284872,-0.44,0.435897,1.114418,-44.66,1,1,11,2023,compressed_range_down_break_short_h16_cool4,compressed_range_down_break_short,16,4
22,-31.39,-1.426818,-1.355,0.363636,0.728531,-43.66,0,1,10,2024,compressed_range_down_break_short_h16_cool4,compressed_range_down_break_short,16,4
26,-20.8,-0.8,1.39,0.538462,0.894955,-98.91,0,1,11,2025,compressed_range_down_break_short_h16_cool4,compressed_range_down_break_short,16,4
29,-81.42,-2.807586,-12.28,0.344828,0.819404,-143.2,0,1,5,2026,compressed_range_down_break_short_h16_cool4,compressed_range_down_break_short,16,4
22,-40.0,-1.818182,-1.695,0.5,0.634703,-52.39,0,1,8,2022,compressed_range_down_break_short_h32_cool0,compressed_range_down_break_short,32,0
38,18.54,0.487895,-1.215,0.447368,1.094795,-87.95,1,1,11,2023,compressed_range_down_break_short_h32_cool0,compressed_range_down_break_short,32,0
21,8.57,0.408095,0.75,0.571429,1.07144,-57.44,1,1,10,2024,compressed_range_down_break_short_h32_cool0,compressed_range_down_break_short,32,0
26,-34.06,-1.31,-6.72,0.384615,0.902278,-146.77,0,1,11,2025,compressed_range_down_break_short_h32_cool0,compressed_range_down_break_short,32,0
29,106.84,3.684138,-9.83,0.413793,1.137604,-227.77,1,1,5,2026,compressed_range_down_break_short_h32_cool0,compressed_range_down_break_short,32,0
22,-40.0,-1.818182,-1.695,0.5,0.634703,-52.39,0,1,8,2022,compressed_range_down_break_short_h32_cool4,compressed_range_down_break_short,32,4
38,18.54,0.487895,-1.215,0.447368,1.094795,-87.95,1,1,11,2023,compressed_range_down_break_short_h32_cool4,compressed_range_down_break_short,32,4
21,8.57,0.408095,0.75,0.571429,1.07144,-57.44,1,1,10,2024,compressed_range_down_break_short_h32_cool4,compressed_range_down_break_short,32,4
26,-34.06,-1.31,-6.72,0.384615,0.902278,-146.77,0,1,11,2025,compressed_range_down_break_short_h32_cool4,compressed_range_down_break_short,32,4
29,106.84,3.684138,-9.83,0.413793,1.137604,-227.77,1,1,5,2026,compressed_range_down_break_short_h32_cool4,compressed_range_down_break_short,32,4
44,-26.4,-0.6,-0.535,0.431818,0.720309,-36.42,0,1,8,2022,h4_up_sma_reclaim_long_h4_cool0,h4_up_sma_reclaim_long,4,0
63,-43.38,-0.688571,-0.65,0.460317,0.705079,-71.77,0,1,12,2023,h4_up_sma_reclaim_long_h4_cool0,h4_up_sma_reclaim_long,4,0
82,-125.78,-1.533902,-0.535,0.439024,0.559316,-140.59,0,1,11,2024,h4_up_sma_reclaim_long_h4_cool0,h4_up_sma_reclaim_long,4,0
80,54.49,0.681125,2.33,0.575,1.175192,-118.66,1,1,12,2025,h4_up_sma_reclaim_long_h4_cool0,h4_up_sma_reclaim_long,4,0
21,-109.18,-5.199048,-2.54,0.380952,0.671135,-263.53,0,1,6,2026,h4_up_sma_reclaim_long_h4_cool0,h4_up_sma_reclaim_long,4,0
33,-48.59,-1.472424,-0.61,0.424242,0.384079,-49.63,0,1,8,2022,h4_up_sma_reclaim_long_h4_cool4,h4_up_sma_reclaim_long,4,4
51,-38.13,-0.747647,-0.34,0.470588,0.668492,-66.63,0,1,12,2023,h4_up_sma_reclaim_long_h4_cool4,h4_up_sma_reclaim_long,4,4
62,-87.46,-1.410645,-0.79,0.435484,0.618312,-120.85,0,1,11,2024,h4_up_sma_reclaim_long_h4_cool4,h4_up_sma_reclaim_long,4,4
62,117.39,1.893387,3.17,0.645161,1.623387,-60.38,1,1,12,2025,h4_up_sma_reclaim_long_h4_cool4,h4_up_sma_reclaim_long,4,4
18,-65.2,-3.622222,-0.78,0.444444,0.773619,-244.94,0,1,6,2026,h4_up_sma_reclaim_long_h4_cool4,h4_up_sma_reclaim_long,4,4
33,-39.73,-1.203939,-1.29,0.363636,0.57458,-45.25,0,1,8,2022,h4_up_sma_reclaim_long_h8_cool0,h4_up_sma_reclaim_long,8,0
51,-43.56,-0.854118,-0.38,0.470588,0.72118,-87.43,0,1,12,2023,h4_up_sma_reclaim_long_h8_cool0,h4_up_sma_reclaim_long,8,0
62,-16.98,-0.273871,-0.04,0.483871,0.926347,-102.84,0,1,11,2024,h4_up_sma_reclaim_long_h8_cool0,h4_up_sma_reclaim_long,8,0
62,-55.62,-0.897097,1.655,0.548387,0.847842,-212.83,0,1,12,2025,h4_up_sma_reclaim_long_h8_cool0,h4_up_sma_reclaim_long,8,0
18,-80.94,-4.496667,2.015,0.555556,0.710546,-218.35,0,1,6,2026,h4_up_sma_reclaim_long_h8_cool0,h4_up_sma_reclaim_long,8,0
29,-48.11,-1.658966,-1.51,0.344828,0.441879,-52.5,0,1,8,2022,h4_up_sma_reclaim_long_h8_cool4,h4_up_sma_reclaim_long,8,4
46,-43.35,-0.942391,-0.415,0.434783,0.700828,-82.13,0,1,12,2023,h4_up_sma_reclaim_long_h8_cool4,h4_up_sma_reclaim_long,8,4
53,-15.57,-0.293774,-0.08,0.490566,0.929413,-100.49,0,1,11,2024,h4_up_sma_reclaim_long_h8_cool4,h4_up_sma_reclaim_long,8,4
54,-89.38,-1.655185,1.655,0.555556,0.73877,-243.18,0,1,12,2025,h4_up_sma_reclaim_long_h8_cool4,h4_up_sma_reclaim_long,8,4
16,43.69,2.730625,6.95,0.625,1.281871,-130.25,1,1,6,2026,h4_up_sma_reclaim_long_h8_cool4,h4_up_sma_reclaim_long,8,4
25,-26.84,-1.0736,-1.96,0.4,0.713217,-39.71,0,1,8,2022,h4_up_sma_reclaim_long_h16_cool0,h4_up_sma_reclaim_long,16,0
43,-49.09,-1.141628,0.6,0.511628,0.698853,-121.9,0,1,12,2023,h4_up_sma_reclaim_long_h16_cool0,h4_up_sma_reclaim_long,16,0
51,-24.79,-0.486078,-1.16,0.45098,0.892246,-139.07,0,1,11,2024,h4_up_sma_reclaim_long_h16_cool0,h4_up_sma_reclaim_long,16,0
52,-47.68,-0.916923,3.43,0.576923,0.892919,-235.59,0,1,12,2025,h4_up_sma_reclaim_long_h16_cool0,h4_up_sma_reclaim_long,16,0
16,-179.45,-11.215625,-5.625,0.4375,0.499512,-287.47,0,1,6,2026,h4_up_sma_reclaim_long_h16_cool0,h4_up_sma_reclaim_long,16,0
25,-26.84,-1.0736,-1.96,0.4,0.713217,-39.71,0,1,8,2022,h4_up_sma_reclaim_long_h16_cool4,h4_up_sma_reclaim_long,16,4
41,-59.91,-1.46122,-0.15,0.487805,0.632477,-121.9,0,1,12,2023,h4_up_sma_reclaim_long_h16_cool4,h4_up_sma_reclaim_long,16,4
47,-16.56,-0.35234,-1.16,0.446809,0.923493,-136.03,0,1,11,2024,h4_up_sma_reclaim_long_h16_cool4,h4_up_sma_reclaim_long,16,4
47,-61.12,-1.300426,3.4,0.553191,0.859833,-231.5,0,1,12,2025,h4_up_sma_reclaim_long_h16_cool4,h4_up_sma_reclaim_long,16,4
16,-179.45,-11.215625,-5.625,0.4375,0.499512,-287.47,0,1,6,2026,h4_up_sma_reclaim_long_h16_cool4,h4_up_sma_reclaim_long,16,4
24,-21.72,-0.905,-0.11,0.5,0.771537,-45.87,0,1,8,2022,h4_up_sma_reclaim_long_h32_cool0,h4_up_sma_reclaim_long,32,0
41,7.12,0.173659,-0.13,0.487805,1.039188,-116.84,1,1,12,2023,h4_up_sma_reclaim_long_h32_cool0,h4_up_sma_reclaim_long,32,0
