timestamp,open,high,low,close
2022-05-05T18:30:00Z,1880.14,1883.11,1879.44,1881.92
2022-05-05T18:45:00Z,1881.94,1881.94,1874.22,1874.88
2022-05-05T19:00:00Z,1874.85,1875.63,1872.59,1875.48
2022-05-05T19:15:00Z,1875.49,1877.14,1873.82,1876.66
2022-05-05T19:30:00Z,1876.74,1876.77,1873.75,1874.21
2022-05-05T19:45:00Z,1874.27,1876.36,1872.29,1876.29
2022-05-05T20:00:00Z,1876.2,1880.03,1876.08,1876.63
2022-05-05T20:15:00Z,1876.7,1877.59,1875.01,1875.14
2022-05-05T20:30:00Z,1875.18,1876.55,1873.7,1875.67
2022-05-05T20:45:00Z,1875.6,1876.74,1873.2,1874.59
2022-05-05T21:00:00Z,1874.58,1875.82,1873.18,1875.55
2022-05-05T21:15:00Z,1875.54,1876.95,1874.41,1874.41
2022-05-05T21:30:00Z,1874.45,1875.75,1874.01,1875.57
2022-05-05T21:45:00Z,1875.56,1877.91,1875.56,1877.33
2022-05-05T22:00:00Z,1877.41,1878.37,1876.97,1877.41
2022-05-05T22:15:00Z,1877.42,1879.36,1876.5,1878.95
2022-05-05T22:30:00Z,1878.85,1880.6,1878.06,1880.56
2022-05-05T22:45:00Z,1880.55,1880.81,1877.14,1877.78
2022-05-05T23:00:00Z,1877.74,1878.28,1876.44,1876.99
2022-05-05T23:15:00Z,1876.96,1878.95,1876.96,1878.95
2022-05-05T23:30:00Z,1878.91,1879.12,1876.94,1877.48
2022-05-05T23:45:00Z,1877.49,1877.87,1876.74,1877.75
2022-05-06T00:00:00Z,1877.76,1877.79,1876.66,1877.02
2022-05-06T00:15:00Z,1877.02,1877.25,1876.35,1876.68
2022-05-06T00:30:00Z,1876.7,1876.9,1875.89,1876.1
2022-05-06T00:45:00Z,1876.09,1876.2,1873.92,1874.11
2022-05-06T01:00:00Z,1874.03,1876.74,1873.96,1876.71
2022-05-06T01:15:00Z,1876.73,1876.96,1875.98,1876.33
2022-05-06T01:30:00Z,1876.32,1877.8,1876.31,1877.62
2022-05-06T01:45:00Z,1877.61,1878.08,1877.13,1877.75
2022-05-06T02:00:00Z,1877.76,1877.79,1876.66,1877.02
2022-05-06T02:15:00Z,1877.02,1877.25,1876.35,1876.68
2022-05-06T02:30:00Z,1876.7,1876.9,1875.89,1876.1
2022-05-06T02:45:00Z,1876.09,1876.2,1873.92,1874.11
2022-05-06T03:00:00Z,1874.03,1875.21,1872.9,1873.1
2022-05-06T03:15:00Z,1873.13,1876.53,1873.13,1875.48
2022-05-06T03:30:00Z,1875.33,1875.47,1873.92,1874.5
2022-05-06T03:45:00Z,1874.47,1874.47,1871.62,1872.26
2022-05-06T04:00:00Z,1872.26,1872.63,1869.52,1871.2
2022-05-06T04:15:00Z,1871.34,1872.46,1867.45,1870.83
2022-05-06T04:30:00Z,1870.78,1870.93,1867.12,1867.15
2022-05-06T04:45:00Z,1867.14,1870.26,1865.91,1869.95
2022-05-06T05:00:00Z,1869.95,1870.63,1868.74,1869.88
2022-05-06T05:15:00Z,1869.88,1871.92,1869.86,1871.57
2022-05-06T05:30:00Z,1871.59,1873.66,1871.31,1872.76
2022-05-06T05:45:00Z,1872.66,1875.9,1872.43,1875.48
2022-05-06T06:00:00Z,1875.52,1876.88,1875.52,1875.97
2022-05-06T06:15:00Z,1875.95,1876.52,1875.35,1875.58
2022-05-06T06:30:00Z,1875.61,1876.08,1875.17,1875.59
